id,TA,Indication,Generic,Brand,Firm
6151,Immunology,Rheumatoid Arthritis,hydrocortisone,Hydrocortisone,Amneal
6151,Immunology,Serum Sickness,hydrocortisone,Hydrocortisone,Amneal
6151,Immunology,Symptomatic Sarcoidosis,hydrocortisone,Hydrocortisone,Amneal
6151,Immunology,Systemic Lupus Erythematosus,hydrocortisone,Hydrocortisone,Amneal
6152,Immunology,Psoriasis,hydrocortisone,Hydrocortisone,Fougera Pharmaceuticals Inc
6153,Immunology,Drug Hypersensitivity Reactions,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Juvenile Rheumatoid Arthritis,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Pemphigus,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Psoriasis,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Rheumatoid Arthritis,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Serum Sickness,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Symptomatic Sarcoidosis,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6153,Immunology,Systemic Lupus Erythematosus,hydrocortisone,Hydrocortisone,Hikma Pharmaceuticals
6154,Immunology,Psoriasis,fluticasone propionate,Fluticasone Propionate,ACP Nimble Buyer Inc
6155,Immunology,Psoriasis,fluticasone propionate,Fluticasone Propionate,Perrigo Pharmaceuticals
6156,Immunology,Psoriasis,triamcinolone acetonide,Triamcinolone Acetonide,Macleods Pharma USA Inc
6157,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Amneal
6158,Immunology,Juvenile Rheumatoid Arthritis,meloxicam ODT,Qmiiz,TerSera Therapeutics LLC
6159,Immunology,Kidney Transplant Rejection,mycophenolic acid DR,Mycophenolic Acid,Accord Healthcare Inc
6160,Immunology,Heart Transplant Rejection,tacrolimus,Tacrolimus,Belcher Pharmaceuticals LLC
6160,Immunology,Kidney Transplant Rejection,tacrolimus,Tacrolimus,Belcher Pharmaceuticals LLC
6160,Immunology,Liver Transplant Rejection,tacrolimus,Tacrolimus,Belcher Pharmaceuticals LLC
6161,Immunology,Psoriasis,triamcinolone acetonide,Triamcinolone Acetonide,Novel Laboratories Inc
6162,Immunology,Psoriasis,triamcinolone acetonide,Triamcinolone Acetonide,Lupin Ltd
6163,Immunology,Drug Hypersensitivity Reactions,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Juvenile Rheumatoid Arthritis,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Pemphigus Vulgaris,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Psoriasis,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Reactive Arthritis,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Serum Sickness,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Symptomatic Sarcoidosis,prednisolone,Prednisolone,VistaPharm Inc
6163,Immunology,Systemic Lupus Erythematosus,prednisolone,Prednisolone,VistaPharm Inc
6164,Immunology,Drug Hypersensitivity Reactions,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Juvenile Rheumatoid Arthritis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Lupus Erythematosus,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Pemphigus,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Rheumatoid Arthritis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Serum Sickness,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Symptomatic Sarcoidosis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6164,Immunology,Systemic Lupus Erythematosus,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Amneal
6165,Immunology,Heart Transplant Rejection,tacrolimus,Tacrolimus,Pfizer Inc
6165,Immunology,Kidney Transplant Rejection,tacrolimus,Tacrolimus,Pfizer Inc
6165,Immunology,Liver Transplant Rejection,tacrolimus,Tacrolimus,Pfizer Inc
6166,Immunology,Angioedema,cyproheptadine hydrochloride,Cyproheptadine Hydrochloride,Apex Pharma LLC
6167,Immunology,Psoriasis,triamcinolone acetonide,Triamcinolone Acetonide,ACP Nimble Buyer Inc
6168,Immunology,Psoriasis,desoximetasone,Desoximetasone,Actavis
6169,Immunology,Psoriasis,fluocinonide,Fluocinonide,Amneal
6170,Immunology,Psoriasis,fluocinonide,Fluocinonide,Teligent Inc
6171,Immunology,Anaphylaxis,epinephrine,Epinephrine,American Regent Inc
6172,Immunology,Angioedema,dexchlorpheniramine maleate,Polmon,Capellon Pharmaceuticals Ltd
6172,Immunology,Blood Plasma Hypersensitivity,dexchlorpheniramine maleate,Polmon,Capellon Pharmaceuticals Ltd
6173,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone,Dexamethasone,Wockhardt
6173,Immunology,Pemphigus,dexamethasone,Dexamethasone,Wockhardt
6173,Immunology,Rheumatoid Arthritis,dexamethasone,Dexamethasone,Wockhardt
6173,Immunology,Systemic Lupus Erythematosus,dexamethasone,Dexamethasone,Wockhardt
6174,Immunology,Rheumatoid Arthritis,leflunomide,Leflunomide,Abhai Inc
6175,Immunology,Juvenile Rheumatoid Arthritis,methotrexate,Methotrexate Sodium,Teva
6175,Immunology,Psoriasis,methotrexate,Methotrexate Sodium,Teva
6175,Immunology,Rheumatoid Arthritis,methotrexate,Methotrexate Sodium,Teva
6176,Immunology,Juvenile Rheumatoid Arthritis,methotrexate,Trexall,Teva
6176,Immunology,Psoriasis,methotrexate,Trexall,Teva
6176,Immunology,Rheumatoid Arthritis,methotrexate,Trexall,Teva
6177,Immunology,Psoriasis,triamcinolone acetonide,Triamcinolone Acetonide,Saptalis Pharmaceuticals LLC
6178,Immunology,Plaque Psoriasis,adalimumab biosimilar,Amjevita,Amgen Inc
6178,Immunology,Rheumatoid Arthritis,adalimumab biosimilar,Amjevita,Amgen Inc
6179,Immunology,Kidney Transplant Rejection,sirolimus,Sirolimus,Apotex
6180,Immunology,Plaque Psoriasis,etanercept biosimilar,Erelzi,Sandoz
6180,Immunology,Rheumatoid Arthritis,etanercept biosimilar,Erelzi,Sandoz
6181,Immunology,Psoriasis,methoxsalen,Oxsoralen-Ultra,Valeant Pharmaceuticals
6182,Immunology,Hereditary Angioedema,C1 esterase inhibitor (human),Berinert,CSL
6183,Immunology,Allergies,hymenoptera venom allergy extract,Common Paper Wasp Venom Protein,ALK-Abello
6184,Immunology,Allergies,hymenoptera venom allergy extract,Yellow Hornet hymenoptera venom Multidose,ALK-Abello
6185,Immunology,Allergies,hymenoptera venom allergy extract,White Faced Hornet Venom Protein,ALK-Abello
6186,Immunology,Allergies,hymenoptera venom allergy extract,Pharmalgen,ALK-Abello
6187,Immunology,Allergies,hymenoptera venom allergy extract,Honey Bee Venom,ALK-Abello
6188,Immunology,Allergies,hymenoptera venom allergy extract,Yellow Hornet Venom Protein,ALK-Abello
6189,Immunology,Allergies,hymenoptera venom allergy extract,White Faced Hornet Hymenoptera Venom Multidose,ALK-Abello
6190,Immunology,Allergies,hymenoptera venom allergy extract,Wasp Hymenoptera Venom,ALK-Abello
6191,Immunology,Allergies,hymenoptera venom allergy extract,Eastern Yellowjacket Venom Protein,ALK-Abello
6192,Immunology,Allergies,hymenoptera venom allergy extract,Yellow Jacket hymenoptera venom Multidose,ALK-Abello
6193,Immunology,Angioedema,carbinoxamine maleate ER,Karbinal ER,Flamel Technologies Inc
6193,Immunology,Blood Plasma Hypersensitivity,carbinoxamine maleate ER,Karbinal ER,Flamel Technologies Inc
6194,Immunology,Drug Hypersensitivity Reactions,prednisolone sodium phosphate ODT,Orapred,Prasco LLC
6194,Immunology,Pemphigus,prednisolone sodium phosphate ODT,Orapred,Prasco LLC
6194,Immunology,Serum Sickness,prednisolone sodium phosphate ODT,Orapred,Prasco LLC
6194,Immunology,Symptomatic Sarcoidosis,prednisolone sodium phosphate ODT,Orapred,Prasco LLC
6194,Immunology,Systemic Lupus Erythematosus,prednisolone sodium phosphate ODT,Orapred,Prasco LLC
6195,Immunology,Drug Hypersensitivity Reactions,prednisolone sodium phosphate ODT,Orapred,Concordia
6195,Immunology,Pemphigus,prednisolone sodium phosphate ODT,Orapred,Concordia
6195,Immunology,Serum Sickness,prednisolone sodium phosphate ODT,Orapred,Concordia
6195,Immunology,Symptomatic Sarcoidosis,prednisolone sodium phosphate ODT,Orapred,Concordia
6195,Immunology,Systemic Lupus Erythematosus,prednisolone sodium phosphate ODT,Orapred,Concordia
6196,Immunology,Anaphylaxis,promethazine,Promethazine Hydrochloride,Tris Pharma Inc
6196,Immunology,Angioedema,promethazine,Promethazine Hydrochloride,Tris Pharma Inc
6196,Immunology,Blood Plasma Hypersensitivity,promethazine,Promethazine Hydrochloride,Tris Pharma Inc
6196,Immunology,Psoriasis,promethazine,Promethazine Hydrochloride,Tris Pharma Inc
6197,Immunology,Drug Hypersensitivity Reactions,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Juvenile Rheumatoid Arthritis,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Pemphigus,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Rheumatoid Arthritis,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Serum Sickness,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Symptomatic Sarcoidosis,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6197,Immunology,Systemic Lupus Erythematosus,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Mission Pharmacal Company
6198,Immunology,Juvenile Rheumatoid Arthritis,naproxen,Naproxen Sodium,Teva
6198,Immunology,Rheumatoid Arthritis,naproxen,Naproxen Sodium,Teva
6199,Immunology,Angioedema,promethazine,Promethazine Hydrochloride,KVK-Tech Inc
6199,Immunology,Blood Plasma Hypersensitivity,promethazine,Promethazine Hydrochloride,KVK-Tech Inc
6200,Immunology,Chronic Cutaneous Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Drug Hypersensitivity Reactions,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Pemphigus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Psoriasis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Serum Sickness,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Symptomatic Sarcoidosis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6200,Immunology,Systemic Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Fresenius Kabi USA LLC
6201,Immunology,Psoriasis,fluocinonide,Fluocinonide,Glenmark Pharmaceuticals
6202,Immunology,Psoriasis,hydrocortisone acetate + pramocaine,Hydrocortisone Acetate + Pramoxine Hydrochloride,L. Perrigo Company
6203,Immunology,Psoriasis,desoximetasone,Desoximetasone,Fougera Pharmaceuticals Inc
6204,Immunology,Juvenile Rheumatoid Arthritis,methotrexate,Methotrexate,Fresenius Kabi USA LLC
6204,Immunology,Psoriasis,methotrexate,Methotrexate,Fresenius Kabi USA LLC
6204,Immunology,Rheumatoid Arthritis,methotrexate,Methotrexate,Fresenius Kabi USA LLC
6205,Immunology,Kidney Transplant Rejection,mycophenolic acid DR,Mycophenolic Acid,Apotex
6206,Immunology,Drug Hypersensitivity Reactions,prednisone,Prednisone,Mylan Inc
6206,Immunology,Juvenile Rheumatoid Arthritis,prednisone,Prednisone,Mylan Inc
6206,Immunology,Pemphigus,prednisone,Prednisone,Mylan Inc
6206,Immunology,Psoriasis,prednisone,Prednisone,Mylan Inc
6206,Immunology,Rheumatoid Arthritis,prednisone,Prednisone,Mylan Inc
6206,Immunology,Serum Sickness,prednisone,Prednisone,Mylan Inc
6206,Immunology,Symptomatic Sarcoidosis,prednisone,Prednisone,Mylan Inc
6206,Immunology,Systemic Lupus Erythematosus,prednisone,Prednisone,Mylan Inc
6207,Immunology,Drug Hypersensitivity Reactions,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Juvenile Rheumatoid Arthritis,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Pemphigus,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Psoriasis,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Rheumatoid Arthritis,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Serum Sickness,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Symptomatic Sarcoidosis,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6207,Immunology,Systemic Lupus Erythematosus,prednisone,Prednisone Intensol,Hikma Pharmaceuticals
6208,Immunology,Psoriasis,fluocinonide,Fluocinonide,Lupin Ltd
6209,Immunology,Psoriasis,desonide,Desowen,Galderma
6210,Immunology,Psoriasis,desoximetasone,Desoximetasone,Rising Pharmaceuticals Inc
6211,Immunology,Drug Hypersensitivity Reactions,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Pemphigus,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Psoriasis,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Rheumatoid Arthritis,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Serum Sickness,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Symptomatic Sarcoidosis,dexamethasone,Dexamethasone,Lannett Co Inc
6211,Immunology,Systemic Lupus Erythematosus,dexamethasone,Dexamethasone,Lannett Co Inc
6212,Immunology,Psoriasis,fluocinolone acetonide,Fluocinolone Acetonide,Glasshouse Pharmaceuticals Ltd
6213,Immunology,Psoriasis,methylprednisolone,Methylprednisolone,Riconpharma LLC
6213,Immunology,Serum Sickness,methylprednisolone,Methylprednisolone,Riconpharma LLC
6213,Immunology,Systemic Lupus Erythematosus,methylprednisolone,Methylprednisolone,Riconpharma LLC
6214,Immunology,Angioedema,diphenhydramine,Diphenhydramine Hydrochloride,Teva
6214,Immunology,Blood Plasma Hypersensitivity,diphenhydramine,Diphenhydramine Hydrochloride,Teva
6215,Immunology,Drug Hypersensitivity Reactions,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Pemphigus,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Serum Sickness,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Symptomatic Sarcoidosis,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6215,Immunology,Systemic Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone,ECR Pharmaceuticals Co Inc
6216,Immunology,Heart Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Mylan Inc
6216,Immunology,Kidney Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Mylan Inc
6216,Immunology,Liver Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Mylan Inc
6217,Immunology,Psoriasis,methotrexate,Rasuvo,Medac Pharma Inc
6218,Immunology,Rheumatoid Arthritis,methotrexate,Rasuvo,Medexus Pharmaceuticals Inc
6219,Immunology,Chronic Cutaneous Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Pemphigus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Psoriasis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Serum Sickness,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Symptomatic Sarcoidosis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6219,Immunology,Systemic Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Mylan Inc
6220,Immunology,Psoriasis,hydrocortisone,Hydrocortisone,Rising Pharmaceuticals Inc
6221,Immunology,Myasthenia Gravis,pyridostigmine bromide,Pyridostigmine Bromide,Amneal
6222,Immunology,Psoriasis,betamethasone valerate,Dermabet,Taro Pharmaceuticals USA Inc
6223,Immunology,Psoriasis,betamethasone valerate,Betamethasone Valerate,Taro Pharmaceuticals USA Inc
6224,Immunology,Heart Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Teva
6224,Immunology,Kidney Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Teva
6224,Immunology,Liver Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Teva
6225,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Wockhardt
6226,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,TOLMAR Inc
6227,Immunology,Mucocutaneous Lymph Node Syndrome,immune globulin (human),Gammagard,Baxalta Inc
6228,Immunology,Blood Plasma Hypersensitivity,diphenhydramine,Diphenhydramine Hydrochloride,Mylan Inc
6229,Immunology,Psoriasis,desoximetasone,Desoximetasone,Akorn Inc
6230,Immunology,Psoriasis,calcipotriene,Calcipotriene,ACP Nimble Buyer Inc
6231,Immunology,Drug Hypersensitivity Reactions,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Juvenile Rheumatoid Arthritis,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Pemphigus,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Rheumatoid Arthritis,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Sarcoidosis,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Serum Sickness,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6231,Immunology,Systemic Lupus Erythematosus,betamethasone acetate + betamethasone sodium phosphate,Betamethasone Acetate + Betamethasone Sodium Phosphate,American Regent Inc
6232,Immunology,Psoriasis,hydrocortisone,Hydrocortisone,Taro Pharmaceuticals USA Inc
6233,Immunology,Psoriasis,hydrocortisone,Hydrocortisone Valerate,Taro Pharmaceuticals USA Inc
6234,Immunology,Rheumatoid Arthritis,leflunomide,Leflunomide,Apotex
6235,Immunology,Psoriasis,fluocinonide,Fluocinonide,ACP Nimble Buyer Inc
6236,Immunology,Psoriasis,fluocinonide,Fluocinonide,Fougera Pharmaceuticals Inc
6237,Immunology,Psoriasis,fluticasone propionate,Fluticasone Propionate,TOLMAR Inc
6238,Immunology,Primary Humoral Immune Deficiencies,immune globulin (human),Bivigam,ADMA Biologics Inc
6239,Immunology,Drug Hypersensitivity Reactions,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Juvenile Rheumatoid Arthritis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Pemphigus,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Pemphigus Vulgaris,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Psoriasis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Rheumatoid Arthritis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Serum Sickness,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Symptomatic Sarcoidosis,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6239,Immunology,Systemic Lupus Erythematosus,methylprednisolone sodium succinate,Methylprednisolone Sodium Succinate,Fresenius Kabi USA LLC
6240,Immunology,Psoriasis,mometasone furoate,Mometasone Furoate,Perrigo Pharmaceuticals
6241,Immunology,Psoriasis,fluocinolone acetonide,Fluocinolone Acetonide,Teva
6242,Immunology,Juvenile Rheumatoid Arthritis,oxaprozin,Oxaprozin,Teva
6243,Immunology,Psoriasis,amcinonide,Amcinonide,Fougera Pharmaceuticals Inc
6244,Immunology,Plaque Psoriasis,desoximetasone,Topicort,Taro Pharmaceuticals USA Inc
6244,Immunology,Psoriasis,desoximetasone,Topicort,Taro Pharmaceuticals USA Inc
6245,Immunology,Psoriasis,desoximetasone,Desoximetasone,Perrigo Pharmaceuticals
6246,Immunology,Rheumatoid Arthritis,penicillamine,Depen,Mylan Inc
6247,Immunology,Psoriasis,methotrexate,Otrexup,Antares Pharma Inc
6247,Immunology,Rheumatoid Arthritis,methotrexate,Otrexup,Antares Pharma Inc
6248,Immunology,Psoriasis,methotrexate,Otrexup PFS,Antares Pharma Inc
6248,Immunology,Rheumatoid Arthritis,methotrexate,Otrexup PFS,Antares Pharma Inc
6249,Immunology,Rheumatoid Arthritis,auranofin,Ridaura,Sebela Pharmaceuticals Inc
6250,Immunology,Psoriasis,hydrocortisone acetate + urea,U-cort,Taro Pharmaceuticals USA Inc
6251,Immunology,Angioedema,dexchlorpheniramine maleate,Dexchlorpheniramine Maleate,Wockhardt
6251,Immunology,Food Allergy,dexchlorpheniramine maleate,Dexchlorpheniramine Maleate,Wockhardt
6252,Immunology,Psoriasis,halcinonide,Halog,Sun Pharma
6253,Immunology,Grass Pollen Allergy,standardized grass pollen [timothy (Phleum pratense)] allergen extract,Grastek,ALK-Abello
6254,Immunology,Plaque Psoriasis,calcitriol,Vectical,Galderma
6255,Immunology,Grass Pollen Allergy,grass pollen [cocksfoot (Dactylis glomerata) + sweet vernal (Anthoxanthum odoratum) + rye (Lolium perenne) + meadow (Poa pratensis) + timothy (Phleum pratense)] allergen extract,Oralair,Greer Laboratories Inc
6256,Immunology,Psoriasis,betamethasone dipropionate,Betamethasone Dipropionate,Fougera Pharmaceuticals Inc
6257,Immunology,Kidney Transplant Rejection,azathioprine,Imuran,Sebela Pharmaceuticals Inc
6257,Immunology,Rheumatoid Arthritis,azathioprine,Imuran,Sebela Pharmaceuticals Inc
6258,Immunology,Psoriasis,hydrocortisone acetate + pramocaine,Epifoam,Mylan Inc
6259,Immunology,Anaphylaxis,diphenhydramine hydrochloride,Diphenhydramine Hydrochloride,Pharmaceutical Associates Inc
6259,Immunology,Angioedema,diphenhydramine hydrochloride,Diphenhydramine Hydrochloride,Pharmaceutical Associates Inc
6259,Immunology,Blood Plasma Hypersensitivity,diphenhydramine hydrochloride,Diphenhydramine Hydrochloride,Pharmaceutical Associates Inc
6260,Immunology,Psoriasis,prednicarbate,Prednicarbate,Fougera Pharmaceuticals Inc
6261,Immunology,Kidney Transplant Rejection,azathioprine,Azathioprine,Zydus Pharmaceuticals USA Inc
6261,Immunology,Rheumatoid Arthritis,azathioprine,Azathioprine,Zydus Pharmaceuticals USA Inc
6262,Immunology,Angioedema,cyproheptadine hydrochloride,Cyproheptadine Hydrochloride,Amneal
6262,Immunology,Blood Plasma Hypersensitivity,cyproheptadine hydrochloride,Cyproheptadine Hydrochloride,Amneal
6263,Immunology,Psoriasis,gentamicin sulfate,Gentamicin Sulfate,Taro Pharmaceuticals USA Inc
6264,Immunology,Psoriasis,desonide,Desonide,Encube Ethicals Pvt Ltd
6265,Immunology,Psoriasis,fluocinonide,Fluocinonide,Encube Ethicals Pvt Ltd
6266,Immunology,Blood Plasma Hypersensitivity,promethazine,Promethegan,ACP Nimble Buyer Inc
6267,Immunology,Blood Plasma Hypersensitivity,promethazine,Promethazine Hydrochloride,ACP Nimble Buyer Inc
6268,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Lupin Ltd
6269,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Novel Laboratories Inc
6270,Immunology,Heart Transplant Rejection,cyclosporine,Cyclosporine,Mayne Pharma
6270,Immunology,Kidney Transplant Rejection,cyclosporine,Cyclosporine,Mayne Pharma
6270,Immunology,Liver Transplant Rejection,cyclosporine,Cyclosporine,Mayne Pharma
6270,Immunology,Psoriasis,cyclosporine,Cyclosporine,Mayne Pharma
6270,Immunology,Rheumatoid Arthritis,cyclosporine,Cyclosporine,Mayne Pharma
6271,Immunology,Juvenile Rheumatoid Arthritis,oxaprozin,oxaprozin,Amneal
6272,Immunology,Heart Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Lupin Ltd
6272,Immunology,Kidney Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Lupin Ltd
6272,Immunology,Liver Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Lupin Ltd
6273,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Macleods Pharma USA Inc
6274,Immunology,Juvenile Rheumatoid Arthritis,meloxicam,Meloxicam,Cipla USA Inc
6275,Immunology,Psoriasis,desoximetasone,Desoximetasone,Glenmark Pharmaceuticals
6276,Immunology,Sicca Syndrome,cevimeline hydrochloride,Cevimeline Hydrochloride,Rising Pharmaceuticals Inc
6277,Immunology,Psoriasis,fluocinonide,Fluocinonide,Perrigo Pharmaceuticals
6278,Immunology,Myasthenia Gravis,pyridostigmine bromide ER,Pyridostigmine Bromide,Amneal
6279,Immunology,Psoriasis,desoximetasone,Desoximetasone,ACP Nimble Buyer Inc
6280,Immunology,Lupus Erythematosus,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Edenbridge Pharmaceuticals LLC
6280,Immunology,Pemphigus,prednisolone sodium phosphate,Prednisolone Sodium Phosphate,Edenbridge Pharmaceuticals LLC
6281,Immunology,Kidney Transplant Rejection,mycophenolic acid DR,Mycophenolic Acid,Teva
6282,Immunology,Psoriasis,methoxsalen,Methoxsalen,Allergan
6283,Immunology,Myasthenia Gravis,pyridostigmine bromide,Pyridostigmine Bromide,Zydus Pharmaceuticals USA Inc
6284,Immunology,Rheumatoid Arthritis,diclofenac potassium,Diclofenac Potassium,CASI Pharmaceuticals Inc
