id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
3290,Workshop Faculty,Enhancing Cultural Literacy in Oncology: Strategies for Delivery of High-Quality Cancer Care,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,Antiviral therapy to reduce hepatocellular carcinoma recurrence in patients with low HBV-DNA levels: A randomized controlled trial.,"Cancer Prevention, Hereditary Genetics, and Epidemiology",03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,Creating an Oncology Clinical Trial Information Commons - Panel Moderator,Biden Cancer Initiative Colloquium: Clinical Trial Enrollment – Breaking the 5% Barrier Once and For All,01-06-2019,0,0,0,0,0,0,1,0,0,0,0,0,0
3293,Correlation of BRAF V600E mutation with cardiac involvement assessed by heart imaging in a monocentric series of 205 patients with Erdheim-Chester disease.,"Hematologic Malignancies—Leukemia, Myelodysplastic Syndromes, and Allotransplant",03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,Risk of cancer in first-degree relatives of childhood cancer patients: A linked longitudinal population-based registry study.,"Cancer Prevention, Hereditary Genetics, and Epidemiology",03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,Risk of anxiety and depression in breast cancer survivors compared to women who have never had cancer: A population-based cohort study in the United Kingdom.,"Cancer Prevention, Hereditary Genetics, and Epidemiology",03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,A phase II study of PD-1 inhibition for the prevention of colon adenomas in patients with Lynch syndrome and a history of partial colectomy.,"Cancer Prevention, Hereditary Genetics, and Epidemiology",03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3297,Outcomes of patients with light chain amyloidosis who had autologous stem cell transplantation with three or more organs involved.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Immunotherapy disparities in metastatic melanoma.,Melanoma/Skin Cancers,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,Disparities in the occurrence of late effects following treatment among adolescent and young adult melanoma survivors.,Melanoma/Skin Cancers,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,Effect of race/ethnicity on long-term cytopenias and major infections in adolescent young adult breast cancer survivors.,Symptoms and Survivorship,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Single-fraction stereotactic versus standard conventional multifraction radiation for predominantly non-spine bone metastases: A randomized phase II trial.,Symptoms and Survivorship,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3302,Does distress screening lead to mental health care in older adult surgical patients?,Symptoms and Survivorship,03-06-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
3303,Fitness scale-4 item (FS4) to predict six-month postoperative mortality of cancer patients aged 75.,Symptoms and Survivorship,03-06-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
3304,Managing cytokine release syndrome (CRS) and neurotoxicity with step-fractionated dosing of mosunetuzumab in relapsed/refractory (R/R) B-cell non-Hodgkin lymphoma (NHL).,Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,Results of the PI3Kd inhibitor ME-401 alone or with rituximab in relapsed/refractory (R/R) follicular lymphoma (FL).,Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Efficacy and time to next treatment following lenalidomide/rituximab (R<sup>2</sup>) or rituximab/placebo in patients with R/R indolent NHL (AUGMENT).,Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3307,MAGNIFY: Phase IIIb interim analysis of induction R<sup>2</sup> followed by maintenance in relapsed/refractory indolent non-Hodgkin lymphoma.,Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3308,Blood-based next-generation sequencing analysis of neuroendocrine tumors.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,Clinical efficacy and toxicity data on phase I study of fosbretabulin in combination with everolimus in neuroendocrine tumors.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3310,Neoadjuvant FOLFIRINOX versus adjuvant gemcitabine in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,Multicentric prospettive study of validation of angiogenesis-related gene polymorphisms in hepatocellular carcinoma patients treated with sorafenib: Interim analysis of INNOVATE study.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Oxaliplatin and 5-fluorouracil (FOLFOX) in advanced well-differentiated digestive neuroendocrine tumors: A multicenter national retrospective study from the French Group of Endocrine Tumors (GTE).,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,Antitumor efficacy of concurrent everolimus with hepatic transarterial bland embolization (evero-embo) in patients with metastatic well differentiated neuroendocrine tumor (NET).,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3314,Paclitaxel/carboplatin with or without cetuximab for treatment of carcinoma with unknown primary (PACET-CUP): Results of a multi-center randomized phase II AIO trial.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3315,Association of adverse events (AEs) with efficacy outcomes for cabozantinib (C) in patients (pts) with advanced hepatocellular carcinoma (aHCC) in the phase III CELESTIAL trial.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3316,Homologous recombination deficiency (HRD): A biomarker for first-line (1L) platinum in advanced pancreatic ductal adenocarcinoma (PDAC).,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,Variation in the surgical management of locally advanced pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,Molecular characterization of the tumour microenvironment in neuroendocrine malignancy.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,Molecular profile of ampulla of vater carcinoma (AVC): A rare tumor type with meaningful molecular alterations.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
3320,Efficacy and safety of lanreotide 120 mg in the treatment of clinical symptoms associated with inoperable malignant intestinal obstruction (IMIO): Results from a phase II multicenter study.,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
3321,A randomized noncomparative phase II study of maintenance therapy with multiepitope vaccine Tedopi (OSE2101) ± nivolumab or FOLFIRI after induction chemotherapy (CT) with FOLFIRINOX in patients (Pts) with advanced pancreatic ductal adenocarcinoma (aPDAC) (TEDOPaM–PRODIGE 63 GERCOR D17-01 study).,Gastrointestinal (Noncolorectal) Cancer,03-06-2019,0,1,0,0,0,0,0,0,0,1,0,0,0
3322,"PET/CT alone versus PET/CT and MRI-guided therapy in patients with upper aerodigestive tract natural killer/T-cell lymphoma, nasal type: A prospective study.",Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,Early imaging biomarker assessment to predict long-term responses for large B-cell lymphoma (LBCL) after CAR-T therapy.,Hematologic Malignancies—Lymphoma and Chronic Lymphocytic Leukemia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,Continued improvement in survival in multiple myeloma (MM) including high-risk patients.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,Chromosome 1 abnormalities and clinical outcomes in multiple myeloma in the era of novel agents.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,1,0,0,0,1,0,0,0,0,0,0,0
3326,Analysis of time to next treatment (TTNT) in melflufen and dexamethasone-treated patients (pts) with relapsed/refractory multiple myeloma (RRMM).,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,Upstaging the R-ISS classification of newly diagnosed multiple myeloma (NDMM) patients (pts) by quantifying circulating clonal plasma cells (cPCs) via multiparametric flow cytometry (MFC).,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Maintenance with weekly carfilzomib in elderly newly diagnosed multiple myeloma (IFM 2012-03).,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,Plasma cell-free DNA chromosomal instability score as early predictor to monitor tumor burden in response to therapeutic in multiple myeloma patients.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
3330,"Weekly 20/56 mg/m² carfilzomib, lenalidomide, and dexamethasone until progression in early relapsed refractory multiple myeloma.",Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,Safety and efficacy of once-weekly carfilzomib (K) dosing in frail patients (pts): A subgroup analysis from the phase 3 A.R.R.O.W. study.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
3332,"Efficacy and safety of daratumumab, bortezomib, and dexamethasone (D-Vd) in relapsed or refractory multiple myeloma (RRMM) based on cytogenetic risk: Updated subgroup analysis of CASTOR.",Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3333,Phase 1 study of elotuzumab in combination with autologous stem cell transplantation and lenalidomide maintenance for multiple myeloma.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3334,Stem cell (SC) yield and transplantation results from transplant-eligible newly diagnosed multiple myeloma (TE NDMM) patients (pts) receiving daratumumab (DARA) + bortezomib/thalidomide/dexamethasone (D-VTd) in the phase 3 CASSIOPEIA study.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3335,Effect of iFISH defined 1q21 amplification/gain in multiple myeloma patients treated on total therapy protocols.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,"Efficacy and safety of daratumumab, lenalidomide, and dexamethasone (D-Rd) in relapsed or refractory multiple myeloma (RRMM): Updated subgroup analysis of POLLUX based on cytogenetic risk.",Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3337,Carfilzomib (K) in relapsed and refractory multiple myeloma (RRMM): Frailty subgroup analysis from phase III ASPIRE and ENDEAVOR.,Hematologic Malignancies—Plasma Cell Dyscrasia,03-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,Effect of tart cherry on aromatase inhibitor-induced arthralgia (AIA) in nonmetastatic hormone-positive breast cancer patients: A randomized double-blind placebo-controlled trial.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,Ultrasensitive DNA hypermethylation detection using plasma for early detection of NSCLC: A validation study in Chinese patients.,Lung Cancer—Non-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,Immune landscape of the tumor microenvironment to predict prognosis and DNA mutations in patients with lung adenocarcinoma.,Lung Cancer—Non-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,"Combination of metformin and gefitinib as first-line therapy for nondiabetic advanced non-small cell lung cancer (NSCLC) patients with epidermal growth factor receptor (EGFR) mutations: A multicenter, randomized, double-blind, placebo-controlled phase II trial.",Lung Cancer—Non-Small Cell Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,Randomized phase I/II trial of pembrolizumab with and without radiotherapy for metastatic non-small cell lung cancer.,Lung Cancer—Non-Small Cell Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3343,"Prostate cancer with oligometastatic relapse: Combining stereotactic ablative radiotherapy and durvalumab, a randomized phase II trial (POSTCARD - GETUG-P13).",Genitourinary (Prostate) Cancer,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3344,RESIST-PC phase 2 trial: 177Lu-PSMA-617 radionuclide therapy for metastatic castrate-resistant prostate cancer.,Genitourinary (Prostate) Cancer,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3345,Safety and efficacy of nimotuzumab and concurrent intensity-modulated radiation therapy and chemotherapy for locally advanced cervical squamous cell cancer.,Gynecologic Cancer,01-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3346,Association of detection of aflatoxin in plasma of Kenyan women with increased detection of oncogenic HPV.,Gynecologic Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,Tumor stroma proportion to predict platinum chemoresistance in primary ovarian carcinomas: A prospective study.,Gynecologic Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,Lynch-like syndrome in endometrial cancer: Features of a growing population.,Gynecologic Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,Circulating tumor DNA analysis to reveal genomic profiles for epithelial ovarian cancer.,Gynecologic Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,Personalized TPF induction chemotherapy on the basis of stathmin expression in patients with locally advanced oral squamous cell carcinoma.,Head and Neck Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,COX-2 expression and mesenchymal-transition status on circulating tumor cells to predict survival in patients with nasopharyngeal carcinoma: A prospective analysis.,Head and Neck Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,Identifying adverse molecular features of HPV+ head and neck cancers using patient-derived models.,Head and Neck Cancer,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,"Roman: Reduction in oral mucositis with avasopasem manganese (GC4419)—Phase 3 trial in patients receiving chemoradiotherapy for locally-advanced, non-metastatic head and neck cancer.",Head and Neck Cancer,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3354,Outcomes after early initiation of nonsteroidal immunosuppressive therapy in patients with immune checkpoint inhibitor-induced colitis.,Developmental Immunotherapy and Tumor Immunobiology,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,Effect of subcutaneous multi-peptide active antigen-specific immunotherapy at lymph nodes and tumor sites on clinical outcomes in progressive tumors.,Developmental Immunotherapy and Tumor Immunobiology,01-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3356,PDX validation of a 3D microtumor platform.,Developmental Therapeutics and Tumor Biology (Nonimmuno),01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,Cytoplasmic cyclin E independently predicts recurrence in older patients with primary breast cancer.,Developmental Therapeutics and Tumor Biology (Nonimmuno),01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Changes in DNA hydroxymethylation for the detection of multiple cancers in plasma cell-free DNA.,Developmental Therapeutics and Tumor Biology (Nonimmuno),01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,Emergency department (ED) visits and hospitalizations in survivors of childhood cancer in the Childhood Cancer Survivor Study.,Pediatric Oncology,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,Prognostic factors and therapeutic options for epithelioid hemangioendothelioma (EHE): A multicenter analysis of a series of fifty-seven cases.,Sarcoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,Benefit of intensified perioperative chemotherapy within high-risk CINSARC patients with resectable soft tissue sarcomas (CIRSARC).,Sarcoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,Efficacy and dosimetry prognostic factors of image guided <sup>125</sup>I seed implantation for locally recurrent soft tissue sarcoma.,Sarcoma,01-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3363,Complete remission of patients with heavily pretreated uterine sarcomas by weekly bevacizumab and temozolomide.,Sarcoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,Histone H3 modifying genes may serve as a predictive marker for metastasis in synovial sarcoma.,Sarcoma,01-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,Cumulative benefit of multiple agents and drug classes for adjuvant therapy (adj rx) of HER2+ early breast cancer (EBC).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,Pathological complete response rate (pCR) in thirty-three women with triple-negative breast cancer (TNBC) treated with a neoadjuvant carboplatin-based regimen.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,Pharmacokinetic (PK) characterization of irinotecan liposome injection in patients (pts) with metastatic breast cancer (mBC).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,Chemotherapy-related outcomes in triple-negative breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,Modeling longer-term efficacy of neratinib in the extended adjuvant setting for early-stage breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3370,Investigating the utility of breast cancer (BC) molecular signatures and immune signature profiling (ISP) as predictors of pathological complete response (pCR) to neoadjuvant chemotherapy + trastuzumab (NAC+T) in HER2+ BC.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,Quality of life after preoperative radio-/chemotherapy in locally advanced breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Validation of a panel of risk factors for predicting breast cancer reappearance.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Retrospective single-center outcome analysis of neoadjuvant and palliative treatment with dual trastuzumab and pertuzumab in HER2-positive breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,Impact of delaying initiation of adjuvant chemotherapy and trastuzumab in patients with early-stage HER2-positive breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,"Use of ovarian suppression with endocrine therapy among premenopausal United States women with breast cancer, 2001-2016.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,The Neat-HER Virtual Registry: A novel registry following HER2+ ESBC patients receiving neratinib in the extended adjuvant setting.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,Role of adjuvant chemotherapy in small (=5 mm) node-negative and hormone receptor-negative breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,"Relation between dexamethasone (DEX) usage, preventive trimetprim/sulfametoxazole (ST), and pneumocystis pneumonia (PCP) for patients with breast cancer receiving dose-dense AC followed by dose-dense paclitaxel (ddAC-ddP): Preplanned analysis of WJOG9016B.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,"Comparison of pegfilgrastim (Peg), plinabulin (Plin), and the combination for chemotherapy (Chemo) induced neutropenia (CIN) prevention: Rationale for the combination.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,FDG uptake to reflect NLR and expression levels of TILs and PD-L1 in patients with primary breast cancer: Tumor inflammation and immunity.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,Clinical relevance of 21-gene recurrence score with lymph node involvement in HR+HER2- early breast cancer: A tumor size-match paired cohort study.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,Efficacy and safety of intensified platinum-based neoadjuvant chemotherapy in locally advanced triple-negative breast cancer: Preliminary results of non-randomized phase II study.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,1,1,0,1,0,0,0,0,0,0,0,0,0
3383,Effect of cyclin E overexpression on resistance to trastuzumab and phosphorylation of SMAD3 in HER2+ breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,Biomarkers involved in the neoadjuvant therapy response in triple-negative and Her2+ subtypes breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,Genomic profiling of residual tumor after neoadjuvant chemotherapy for breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,A prognostic nomogram to predict the bene<U+FB01>t of adjuvant radiotherapy for resected in<U+FB02>ammatory breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,Pathologic response to neoadjuvant therapy with nabpaclitaxel plus carboplatin followed by anthracycline regimen in triple-negative breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,Impact of surgery type on survival in breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,"Correlation between TopIIa and ki-67 expression in tumors of luminal, primary operable breast cancer without HER2/neu overexpression in postmenopausal women as a prognostic factor.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,Serial circulating tumor DNA analysis indicating the efficacy and prognosis of neoadjuvant chemotherapy for locally advanced breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3391,Clinical practice patterns on the use of adjuvant bisphosphonate for early breast cancer: A Canadian perspective.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,BRCA1 tumor expression and clinical outcome in Uruguayan breast cancer patients diagnosed before the age of 40 years.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,Impact of treatment on patient-reported pain and fatigue in early breast cancer patients receiving adjuvant radiotherapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,Significance of systemic and local immune responses to the pathological therapeutic effect of neoadjuvant chemotherapy in breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,Short versus long duration of adjuvant trastuzumab (T) in HER2+ breast cancer: A systematic review and meta-analysis of randomized controlled trials (RCTs).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,Sequence of anthracyclines and taxanes in the neoadjuvant chemotherapy of HER2-negative breast cancer: Experience of a Brazilian oncological center.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,Treatment and prognosis analysis of elderly patients with nonmetastatic triple-negative breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Using tumor genomic profile testing and comorbidity level to personalize chemotherapy decisions among older patients with early-stage breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,Biological behavior of HER2+ breast cancer: Differences based in hormone receptor expression.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,Stratification of oncotype (ODX) Recurrence Score (RS) by Breast Cancer Index (BCI) and its relation to discordance.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,Nomogram for predicting axillary lymph node pathological complete response in node-positive breast cancer patients after neoadjuvant chemotherapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,Predicting response to neoadjuvant chemotherapy in nonmetastatic hormone receptor-positive breast cancer using 21-gene Breast Recurrence Score test.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,Association of pathologic non-complete response of axillary node with outcome after neoadjuvant chemotherapy in node positive breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,Impact of chemotherapy sequence on the efficacy of scalp cooling devices for alopecia prevention.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3405,"Plinabulin (Plin) combined with half-dose pegfilgrastim (Peg) compared with full-dose peg alone for chemotherapy- induced-neutropenia (CIN): Neutrophil, bone pain, and immunosuppressive effects.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,Modeling the consequences of recurrences after trastuzumab treatment of HER2+ early-stage breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,A prospective study to evaluate the accuracy of axillary staging using ultrasound and USG-guided fine needle aspiration cytology in early breast cancer patients in a high-volume center.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,Variations in compliance with different endocrine therapies in ER-positive breast cancer in elderly females in a rural population.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,The effects of mindfulness meditation and progressive muscle relaxation on fatigue and quality of life in breast cancer patients receiving adjuvant paclitaxel: A three-arm randomized trial.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,Vitamin D insufficiency and risk of paclitaxel-induced peripheral neuropathy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,HIF1A genetic variability and late adverse events of radiotherapy in breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
