Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
Triple-negative (TNBC) metastatic breast cancer (MBC) patients (pts): Is chemotherapy (CHT) choice influenced by adjuvant (adj) treatments? Results from the GIM-13 AMBRA study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3497,Ignore
Long-term toxicity profile of trastuzumab emtansine (T-DM1): A multicenter real-life study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3498,Ignore
MYC as a therapeutic target for the treatment of triple-negative breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3499,Ignore
"Real-world effectiveness of ribociclib + aromatase inhibitor, or endocrine monotherapy, or chemotherapy as first-line treatment in postmenopausal women with HR-positive, HER2-negative locally advanced or metastatic breast cancer: Baseline data from the RIBANNA study.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3500,Ignore
Patterns of mutation enrichment in metastatic triple-negative breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3501,Ignore
Fulvestrant versus everolimus plus exemestane for patients with metastatic breast cancer resistant to aromatase inhibitors: Clinical experience from real world.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3502,Ignore
Assessing treatment benefits with CDK4/6i+ET for hormone receptor-positive advanced breast cancer: A network meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3503,Ignore
New docetaxel-peptide conjugate for the treatment of sortilin-positive triple-negative breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3504,Ignore
A comparison of platinum-based chemotherapy versus capecitabine-based chemotherapy in the treatment of breast cancer metastasis to the liver.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3505,Ignore
Phase II trial of metronomic capecitabine and cyclophosphamide with lapatinib and trastuzumab in patients with HER2-positive metastatic breast cancer.,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3506,Medium
The role of miR200c in leptin-mediated triple-negative breast cancer progression to an epithelial-to-mesenchymal transition.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3507,Ignore
Different maintenance strategies versus observation in patients with hormone receptor-positive metastatic breast cancer after first-line chemotherapy: A real-world study and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3508,Ignore
Use of a granulocyte colony-stimulating factor for the prevention of febrile neutropenia in the era of value-based care.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3509,Ignore
Prognostic significance of tartrate-resistant acid phosphatase expression in breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3510,Ignore
Mixed invasive ductal-lobular carcinoma: Clinicopathological characterization and clinical outcomes.,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3511,Medium
CDK4/6 plus aromatase inhibitor-induced alopecia in breast cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3512,Ignore
HER2 testing: Insights from pathologists perspective on challenging HER2 cases.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3513,Ignore
"Risk stratification based on a prognostic factor index among patients with HR+, HER2- MBC.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3514,Ignore
Associations with response to poly (ADP-ribose) polymerase (PARP) inhibitors in metastatic breast cancer: Results of a meta-regression analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3515,Ignore
CDK 4/6 inhibitors (CDKi) + endocrine therapy (ET) in ER-positive metastatic breast cancer (mBC) patients according ET sensitivity: A systematic review and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3516,Ignore
Longitudinal treatment patterns and adverse events (AEs) in younger patients (Pts) with metastatic triple-negative breast cancer (mTNBC): A real-world landscape analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3517,Ignore
"Fixed dose, dose-dense capecitabine in metastatic breast cancer.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3518,Ignore
"The landscape of palliative systemic therapy and overall survival of 2,063 advanced breast cancer patients in the China National Cancer Center.",0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3519,Medium
Efficacy of platinum-based regimens as the first-line therapy in Chinese patients with advanced TNBC and deleterious BRCA1/2 mutations.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3520,Medium
"REACHAUT: First-line (1L) ribociclib (RIB) + endocrine therapy (ET) in HR+, HER2- metastatic breast cancer (MBC) in the real-world setting.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3521,Ignore
Satellite alpha transcript levels to predict risk of bilateral breast cancer and multiple primary cancer in patients with breast cancer who lack <em>BRCA</em>-related clinical features.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3522,Ignore
"Drug-related pneumonitis during everolimus therapy in patients with metastatic breast cancer: Incidence, radiographic findings, and correlation with clinical outcome.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3523,Low
Real-world evidence evaluating continuation of CDK4/6 inhibitors beyond first progression in hormone receptor-positive (HR+) metastatic breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3524,Ignore
CENP-U function on TNBC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3525,Ignore
High-throughput screening (HTS) of natural products with triple-negative breast cancer (TNBC) organoids.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3526,Low
Impact of mastectomy in women with stage IV HER2+ breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3527,Ignore
Immunohistochemical evaluation of Cyclin D1 and ß-Catenin expression in subtypes of triple-negative breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3528,Ignore
Low-dose metronomic chemotherapy (LDMC) as an efficient treatment option in metastatic breast cancer: Results of an exploratory case-control study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3529,Ignore
Effect of additional administration of pertuzumab for the post-treatment in patients with HER2-positive locally advanced/metastatic breast cancer who were previously treated with pertuzumab.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3530,Ignore
Retrospective study of neuroendocrine breast cancer cases from a single institution in Québec.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3531,Ignore
Tracking the tumor evolution of patients with recurrence of ipsilateral breast tumor.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3532,Ignore
Combining denosumab (D) and trastuzumab (T) as a novel treatment strategy in HER2-positive (+) breast carcinomas (BC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3533,Ignore
Detection of brain metastasis by metabolomics methods in metastatic breast cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3534,Ignore
Innate and adaptive immunotherapy: An orchestration of immunogenic cell death by overcoming immune suppression and activating NK and T-cell therapy in patients with third line or greater TNBC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3535,Ignore
Novel tetravalent bispecific T-cell engaging antibodies for cancer immunotherapy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3536,Ignore
Monitoring treatment efficacy and resistance in breast cancer patients via circulating tumor DNA genomic profiling.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3537,Medium
HD201: Analytical biocomparability and clinical trial progression of trastuzumab.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3538,Ignore
Eribulin ORA: A novel oral formulation of eribulin based on combination with the P-gp inhibitor HM30181A.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3539,Ignore
Phase II study of eribulin mesylate for treatment of CNS metastases (mets) in metastatic breast cancer (mBC).,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3540,Medium
Fulvestrant in hormone receptor-positive advanced breast cancer: A UK retrospective multicenter study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3541,Ignore
Ki-67 and Cyclin D1 in subtypes of triple-negative breast cancer with different androgen profiles.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3542,Ignore
Efficacy of abemaciclib (abema) after palbociclib (palbo) in patients (pts) with metastatic breast cancer (MBC).,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3543,Medium
Somatic mutations in triple-negative breast carcinoma and high-grade serous ovarian carcinoma from young women.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3544,Ignore
Outcomes with CDK4/6 inhibitors based on endocrine sensitivity in hormone receptor-positive metastatic breast cancer (HR+ MBC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3545,Ignore
Real-world data regarding the efficacy of neoadjuvant carboplatin-paclitaxel followed by dose-dense adriamycin-cyclophosphamide for triple-negative early breast cancer.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3546,Medium
Real-world effectiveness of palbociclib in combination with an aromatase inhibitor as first-line therapy in metastatic breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3547,Ignore
The results of colorectal cancer screening in the Republic of Kazakhstan during the period from 2013 to 2018.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3548,Low
Indirect treatment comparison of the efficacy and safety of olaparib 300 mg tablets BID and talazoparib 1 mg once daily in the treatment of patients with germline BRCA-mutated (gBRCA) HER2-negative metastatic breast cancer.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3549,Medium
Estrogen receptor (ER) status and survival outcomes in HER2 positive (+) metastatic breast cancer (mBC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,Breast CancerMetastatic: Publication Only,0,0,3550,Ignore
Primary prevention and smoking habit among <em>BRCA1/2</em> mutation carriers.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3551,Ignore
The landscape of POLE/POLD1 mutations in Chinese solid tumor patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3552,Ignore
"Prediction of attendance to the 60 days law within the patient navigation program to breast cancer in Rio de Janeiro, Brazil.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3553,Ignore
Mutational analysis of key genes in patients from the Kazakh population with early onset of breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3554,Ignore
"Effects on histologic subgroup, race, and BMI in 2,110 breast cancer patient: Results from single institution in Georgia.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3555,Ignore
Prevalence of targetable mutations in Black patients with lung cancer: A systematic review and meta-analysis.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3556,Low
Low likelihood that potential germline findings identified during somatic tumor testing are evaluated: Room for improvement.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3557,Ignore
"A non-interventional, multicenter study to assess prevalence of BRCA1 and BRCA2 mutation among ovarian, primary peritoneal, and fallopian tube cancer patients in India.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3558,Low
Clinical impact of comprehensive versus targeted genomic analysis for precision oncology.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3559,Ignore
Evaluation of next generation sequencing for detecting HER2 copy number in breast and gastric cancers.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3560,Ignore
Utilizing social media for cancer prevention.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3561,Ignore
Large cell neuroendocrine carcinoma of the lung: A population-based study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3562,Ignore
Development of a plasma cell-free DNA chromosome instabilities assay for early cancer detection and treatment response monitoring of multiple tumor types.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3563,Ignore
Global burden of HPV-related cancers in men: A systematic literature review.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3564,Ignore
Time to cancer diagnosis in young women presenting to surgeons with breast-related symptoms: A population-based cohort study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3565,Ignore
"Complex multimorbidity, perceived life expectancy, and routine cancer screening receipt: Differences between older women and men.",0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3566,Low
Community-based lung cancer screening program: A five-year comprehensive review.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3567,Low
Determination of the immunogenetic risk of developing cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3568,Ignore
Genomic profiling for unfavorable carcinoma of unknown primary patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3569,Ignore
Association of atrial fibrillation with colorectal and breast cancer: A systematic review and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3570,Ignore
Incidence of FGFR-TACC gene fusions in Chinese non-small cell lung cancer (NSCLC): A multicenter study.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3571,Low
A novel computational tool for copy number variation detection in targeted circulating tumor DNA.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3572,Ignore
Comparative analysis of prognostic molecular signatures in Asian and Caucasian AML populations.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3573,Ignore
Burden and etiologies of 30-day readmission after bone marrow transplant: Insights from National Readmission Database.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3574,Ignore
"Combinational analysis of <em>IDH1</em>/<em>IDH2 </em>mutations, 1p/19q deletions and <em>MGMT</em> promoter methylation for molecular testing of glioma.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3575,Ignore
Comparative gene expression analysis in gliomas with different IDH1/2 status.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3576,Ignore
Meta-analysis utilizing public data suggests role of innate immunity in the pathogenesis of hurthle cell carcinoma (HCC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3577,Ignore
Genetic testing for hereditary breast and ovarian cancer in Indian population: A single institutional study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3578,Ignore
"Performance and validation of a tumor mutation profiling, based on artificial intelligence annotation, to assist oncology decision making.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3579,Ignore
VONC: A solution for the clinical assessment of somatic genomic alterations.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3580,Ignore
Discussion on several problems between tumor-associated venous thrombosis and driving genes status.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3581,Ignore
RNA sequencing analysis for profiling activation of cancer-associated molecular pathways.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3582,Ignore
Epidemiological profile of lung cancer in a Nepalese population: A single-institution review.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3583,Ignore
Determination of plasma EGFR mutations from non-small cell lung cancer patients at Bach Mai Hospital.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3584,Ignore
Procancerous immune cells in primary tumor is associated with breast cancer recurrence.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3585,Ignore
Auxiliary diagnosis of pulmonary nodules using liquid biopsy and deep learning/techniques.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3586,Ignore
Analysis of mutation detection in cell-free DNA in ascites using comprehensive NGS panel.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3587,Ignore
EMR documentation of genetics evaluations in patients with ovarian cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3588,Ignore
Relationship between underlying causes of HCC and its complications.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3589,Ignore
"DNA Input, sequencing depth, and maximum somatic allele frequency may affect the concordance between blood TMB and tumor TMB.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3590,Ignore
A three-year epidemiological profile of cancers managed by a Haitian cancer program from 2016 to 2018.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3591,Ignore
Molecular characterization of NSCLC-like and SCLC-like subsets in Chinese pulmonary large cell neuroendocrine carcinoma (LCNEC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3592,Ignore
Renal cell carcinoma epidemiology in the era of widespread imaging.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3593,Ignore
Implementation of HPV vaccination pilot project in Kazakhstan: Successes and challenges.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3594,Ignore
Disparities in HER2 testing in breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3595,Ignore
Diagnosis of lung cancer by canine olfactory detection in urine and breath samples.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3596,Ignore
Suspected and confirmed germline variants from tumor-only somatic sequencing of 864 gastrointestinal malignancies.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3597,Ignore
Bringing patient navigation to primary health care in Rio de Janeiro: Pilot project in the Andaraí community.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3598,Ignore
Vitamin D deficiency in patients with newly diagnosed cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3599,Ignore
Optimal body mass index cutoff point for predicting survival of colorectal cancer in Asian population: A National Health Information Database Analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3600,Ignore
"<em>BRCA1/2</em> and multigene panel testing among metastatic breast, pancreas, prostate, and ovarian cancer patients.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3601,Ignore
Early non-invasive detection of stage Ia lung cancer using circulating tumor DNA methylation haplotypes (ctmDNA) in plasma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3602,Ignore
Risk of colonic adenoma in patients with noncolorectal cancers.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3603,Ignore
The effect of the Affordable Care Act on genetic testing patterns and outcomes for inheritable cancer syndromes: A single institution experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3604,Ignore
An analysis of the sociodemographic factors contributing to patient nonadherence to recommendations for screening mammograms.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3605,Low
Enhanced family history screening is crucial to individualized cancer surveillance.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3606,Low
Design and implementation of an Internet-based cancer risk assessment tool: Use over 10 years.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3607,Ignore
"Analysis of nationwide lung, breast, and prostate cancer incidence in relation to provider availability and training programs in oncology.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3608,Low
"Oncobox, gene expression-based second opinion system for predicting response to treatment in advanced solid tumors.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3609,Ignore
Data from an integrated cancer prevention center screening for multiple cancer types.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3610,Low
Correlation of negative PD-L1 expression with TMB-H and MSI-H rates.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3611,Ignore
Radiomics analysis for pathological classification prediction in BI-RADS category 4 mammographic calcifications.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3612,Ignore
Non-interventional study OVATAR final report: Diagnostic and treatment approaches in Russian ovarian cancer populationBRCAm group analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3613,Ignore
Towards a screening test for cancer by circulating DNA analysis.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3614,Low
Pulmonary F-18 FDG uptake of non-tumor area in lung cancer patients to provide risk stratification in postoperative acute exacerbation of interstitial lung disease.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3615,Ignore
Co-occurring genetic alterations and primary EGFR T790M mutations detected by next-generation sequencing in pre-TKI treated patients with non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3616,Ignore
Real-world large-scale study of <em>ERBB2</em> gene fusions and its response to afatinib in Chinese non-small cell lung cancer (NSCLC): A multicenter study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3617,Ignore
"Study of the expression of programmed death ligand 1 (PD-L1) on non-small cell lung cancers (NSCLCs) at Bach Mai Hospital, Vietnam.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3618,Ignore
Clinical genomic profiling to identify actionable alterations for very early relapsed triple-negative breast cancer patients in Chinese population.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3619,Ignore
