id,Indication
2693,head and neck cancer
2694,hyperprogressive disease
2694,head and neck cancer
2694,head and neck squamous cell carcinoma
2695,head and neck cancer
2695,nasopharyngeal carcinoma
2696,head and neck cancer
2696,squamous cell carcinoma
2697,head and neck cancer
2697,allergy
2697,tumors
2697,head and neck squamous cell carcinoma
2698,head and neck cancer
2698,lesion
2699,head and neck cancer
2699,prophylaxis
2700,head and neck cancer
2700,locally advanced head and neck cancer
2701,head and neck cancer
2701,squamous cell carcinoma of oropharynx
2702,head and neck cancer
2702,squamous cell carcinoma
2703,head and neck cancer
2703,squamous cell carcinoma
2704,head and neck cancer
2704,squamous cell carcinoma
2705,head and neck cancer
2705,head and neck squamous cell carcinoma
2706,head and neck cancer
2706,oral cavity squamous cell carcinoma
2707,head and neck cancer
2707,head and neck squamous cell carcinoma
2708,head and neck cancer
2708,head and neck squamous cell carcinoma
2709,head and neck cancer
2709,head and neck squamous cell carcinoma
2710,head and neck cancer
2710,salivary gland carcinoma
2711,head and neck cancer
2711,fatigue
2711,dysphagia
2712,head and neck cancer
2713,head and neck cancer
2713,squamous cell carcinoma of oropharynx
2714,head and neck cancer
2714,head and neck squamous cell carcinoma
2715,head and neck cancer
2715,thyroid cancer
2716,head and neck cancer
2716,epithelial tumor
2716,locally advanced head and neck
2716,squamous cell carcinoma
2717,head and neck cancer
2717,nasopharyngeal carcinoma
2718,head and neck cancer
2718,obesity
2719,head and neck cancer
2719,oral cancer
2720,head and neck cancer
2720,medullary thyroid cancer
2721,head and neck cancer
2721,oropharyngeal cancer
2722,head and neck cancer
2722,squamous cell carcinoma
2723,head and neck cancer
2723,metastatic adenoid cystic carcinoma
2724,head and neck cancer
2724,oral cancer
2725,head and neck cancer
2725,head and neck squamous cell carcinoma
2726,head and neck cancer
2726,metastatic adenoid cystic carcinoma
2727,head and neck cancer
2727,head and neck squamous cell carcinoma
2728,head and neck cancer
2728,metastatic nasopharyngeal carcinoma
2729,head and neck cancer
2729,locally advanced head and neck cancer
2730,head and neck cancer
2730,locally advanced head and neck
2730,squamous cell carcinoma
2731,head and neck cancer
2731,anaplastic thyroid cancer
2732,head and neck cancer
2733,head and neck cancer
2733,head and neck squamous cell carcinoma
2733,cancer
2733,oncology
2734,head and neck cancer
2734,metastatic nasopharyngeal carcinoma
2735,head and neck cancer
2735,head and neck squamous cell carcinoma
2736,head and neck cancer
2736,head and neck squamous cell carcinoma
2737,head and neck cancer
2737,head and neck squamous cell carcinoma
2738,head and neck cancer
2738,head and neck squamous cell carcinoma
2739,head and neck cancer
2739,head and neck squamous cell carcinoma
2740,head and neck cancer
2740,head and neck squamous cell carcinoma
2741,head and neck cancer
2741,salivary gland cancer
2742,head and neck cancer
2742,salivary gland carcinoma
2743,head and neck cancer
2743,lesion
2744,cancer
2745,cancer
2746,oncology
2747,multiple myeloma
2748,cancer
2750,breast cancer
2751,tumors
2752,cervical cancer
2753,cancer
2753,pulmonary embolism
2754,oncology
2755,oncology
2757,colorectal cancer
2757,stage
2760,cytokine release syndrome
2760,non-hodgkin lymphoma
2760,nhl
2762,oncology
2763,cancer
2764,colorectal cancer
2764,stage
2765,oncology
2766,venous thromboembolism
2766,non-small cell lung cancer
2767,esophageal cancer
2767,cancer
2768,breast cancer
2769,cancer
2771,cancer
2772,cancer
2774,cancer
2775,breast cancer
2775,oncology
2778,lung cancer
2779,colon cancer
2781,lung cancer
2781,psychiatric disorder
2782,cancer
2783,breast cancer
2784,cancer
2786,oncology
2787,cancer
2788,oncology
2789,non-small cell lung cancer
2790,cancer
2791,bone metastases
2793,oncology
2794,cancer
2794,oncology
2795,cancer
2796,breast cancer
2798,cancer
2799,breast cancer
2800,oncology
2801,non-small cell lung cancer
2803,colorectal cancer
2803,stage
2805,melanoma
2806,colorectal cancer
2807,muscle invasive bladder cancer
2808,lung cancer
2809,oncology
2811,tumors
2813,prophylaxis
2813,fever
2813,neutropenia
2814,colorectal cancer
2814,stage
2816,cancer
2817,lung cancer
2818,oncology
2818,cancer
2819,metastatic castration-resistant prostate cancer
2821,hormone refractory prostate cancer
2822,cancer
2822,oncology
2824,oncology
2825,autoimmune disorder
2826,neutropenic fever
2828,oncology
2829,cancer
2831,cancer
2832,cancer
2834,cancer
2834,oncology
2835,cancer
2836,metastatic breast cancer
2838,cancer
2839,blood disorder
2839,cancer
2841,colon cancer
2842,lung cancer patient
2843,multiple myeloma
2844,cancer
2845,oncology
2846,lung cancer
2848,lung cancer
2853,oncology
2854,oncology
2855,breast cancer
2856,breast cancer
2857,her2-positive breast cancer
2858,non-small cell lung cancer
2859,metastatic urothelial carcinoma
2860,oral cancer
2864,cancer
2866,oncology
2866,solid tumor
2866,neuroblastoma
2867,oncology
2868,oncology
2868,solid tumor
2868,cancer
2869,oncology
2869,solid tumor
2871,leukemia
2871,lymphoma
2871,oncology
2872,oncology
2872,cancer
2873,oncology
2873,solid tumor
2873,malignant germ cell tumor
2874,oncology
2874,solid tumor
2874,neuroblastoma
2875,oncology
2875,solid tumor
2875,tumors
2876,oncology
2876,cancer
2877,oncology
2877,solid tumor
2877,malignant germ cell tumor
2878,oncology
2878,cancer
2878,allergy
2879,breast cancer
2880,oncology
2880,cancer
2881,cancer
2884,oncology
2884,cancer
2885,cancer
2886,oncology
2887,melanoma
2888,oncology
2889,oncology
2890,tumors
2891,b-cell malignancy
2894,oncology
2896,oncology
2897,oncology
2899,blood disorder
2899,oncology
2900,oncology
2901,oncology
2902,blood disorder
2902,oncology
2903,oncology
2904,oncology
2906,muscle invasive bladder cancer
2907,oncology
2908,oncology
2908,cancer
2909,cancer
2910,blood disorder
2910,oncology
2912,oncology
2913,oncology
2913,blood disorder
2914,oncology
2916,blood disorder
2916,oncology
2918,tumors
2918,bladder cancer
2919,colitis
2919,tumors
2920,tumors
2920,cancer
2921,tumors
2921,solid tumor
2922,tumors
2923,tumors
2923,solid tumor
2923,influenza
2924,tumors
2925,tumors
2925,hyperprogressive disease
2926,tumors
2927,tumors
2927,solid tumor
2928,tumors
2928,triple-negative breast cancer
2929,tumors
2929,non-small cell lung cancer
2930,tumors
2930,non-hodgkin lymphoma
2931,tumors
2931,ovarian carcinoma
2932,tumors
2932,non-small cell lung cancer
2933,tumors
2933,breast cancer
2933,stage
2934,tumors
2934,viral infection
2934,solid tumor
2935,tumors
2936,tumors
2937,tumors
2937,solid tumor
2938,tumors
2939,tumors
2939,pancreatic ductal adenocarcinoma
2939,colorectal cancer
2940,tumors
2940,non-small cell lung cancer
2941,tumors
2941,nasopharyngeal cancer
2942,tumors
2942,non-small cell lung cancer
2943,tumors
2944,tumors
2944,metastatic non-small cell lung cancer
2945,tumors
2945,solid tumor
2946,tumors
2946,solid tumor
2947,tumors
2947,metastatic renal cell carcinoma
2948,tumors
2948,retinal occlusion
2949,tumors
2950,tumors
2950,ovarian cancer
2951,tumors
2952,tumors
2952,solid tumor
2953,tumors
2953,colon cancer
2954,tumors
2954,non-small cell lung cancer
2955,tumors
2955,metastatic non-small cell lung cancer
2955,adenocarcinoma
2955,hepatocellular carcinoma of liver
2956,tumors
2956,solid tumor
2957,tumors
2958,tumors
2959,tumors
2960,tumors
2960,cancer
2961,tumors
2961,melanoma
2962,tumors
2962,solid tumor
2962,blood cancer
2963,cytokine release syndrome
2963,tumors
2963,synovial sarcoma
2964,tumors
2964,viral infection
2965,tumors
2965,non-small cell lung cancer
2966,tumors
2966,non-small cell lung cancer
2967,tumors
2967,solid tumor
2968,tumors
2969,tumors
2969,non-small cell lung cancer
2970,tumors
2970,locally advanced rectal cancer
2971,tumors
2972,tumors
2972,solid tumor
2973,fanconi anemia
2973,tumors
2974,tumors
2975,tumors
2976,tumors
2976,solid tumor
2977,tumors
2977,epithelial tumor
2978,tumors
2978,solid tumor
2979,tumors
2980,tumors
2980,pancreatic cancer
2981,tumors
2981,cancer
2982,tumors
2982,non-small cell lung cancer
2982,head and neck squamous cell carcinoma
2983,mmr
2983,colorectal cancer
2983,stage
2983,tumors
2984,tumors
2985,tumors
2985,solid tumor
2986,tumors
2986,solid tumor
2987,tumors
2987,solid tumor
2988,tumors
2989,tumors
2989,solid tumor
2990,tumors
2990,cancer
2991,tumors
2991,cancer
2992,tumors
2992,solid tumor
2993,tumors
2993,solid tumor
2994,tumors
2994,liver cancer
2995,tumors
2995,solid tumor
2996,tumors
2996,cancer
2997,tumors
2998,tumors
2998,oncology
2999,tumors
3000,tumors
3000,oncology
3001,tumors
3002,tumors
3003,tumors
3004,tumors
3005,tumors
3006,tumors
3006,metastatic breast cancer
3007,tumors
3008,tumors
3008,solid tumor
3009,tumors
3009,metastatic breast cancer
3009,breast cancer
3009,stage
3009,metastatic castration-resistant prostate cancer
3010,tumors
3010,head and neck cancer
3011,tumors
3012,tumors
3012,renal cell carcinoma
3013,tumors
3013,prostate carcinoma
3014,tumors
3014,metastatic melanoma
3015,tumors
3016,tumors
3016,colitis
3017,cancer
3017,tumors
3018,tumors
3018,cancer
3019,non-small cell lung cancer
3019,tumors
3020,tumors
3021,tumors
3021,solid tumor
3022,tumors
3023,tumors
3023,oral cavity squamous cell carcinoma
3024,tumors
3024,solid tumor
3025,tumors
3026,tumors
3027,tumors
3028,tumors
3028,cancer
3029,tumors
3029,cytokine release syndrome
3030,tumors
3031,tumors
3031,melanoma
3032,tumors
3033,tumors
3033,metastatic melanoma
3034,tumors
3034,necrosis
3035,tumors
3035,solid tumor
3036,tumors
3036,non-small cell lung cancer
3037,tumors
3037,cancer
3038,tumors
3039,tumors
3040,tumors
3040,gynecological malignancy
3041,tumors
3041,metastatic melanoma
3042,tumors
3043,tumors
3043,solid tumor
3044,tumors
3044,cervical carcinoma
3045,inflammatory bowel disease
3045,tumors
3045,enteritis
3045,colitis
3046,tumors
3047,sarcopenia
3047,tumors
3047,gynecologic cancer
3048,tumors
3048,solid tumor
3049,tumors
3049,non-small cell lung cancer
3050,tumors
3050,solid tumor
3051,tumors
3051,solid tumor
3052,tumors
3052,hormone refractory prostate cancer
3052,endometrial cancer
3053,tumors
3053,solid tumor
3054,tumors
3054,esophageal squamous cell carcinoma
3055,tumors
3056,tumors
3057,tumors
3058,tumors
3058,gastric or gastroesophageal junction adenocarcinoma
3059,tumors
3059,solid tumor
3060,tumors
3061,tumors
3061,solid tumor
3062,tumors
3063,tumors
3063,carcinoma
3064,tumors
3065,tumors
3065,solid tumor
3065,lymphoma
3066,cancer
3066,tumors
3066,solid tumor
3067,tumors
3068,tumors
3068,cancer
3069,tumors
3069,cancer
3070,tumors
3070,solid tumor
3071,tumors
3072,tumors
3072,solid tumor
3073,tumors
3073,solid tumor
3074,cancer
3074,tumors
3074,renal cell carcinoma
3074,solid tumor
3075,tumors
3075,cancer
3076,tumors
3076,melanoma
3077,tumors
3077,colorectal cancer
3077,stage
3078,tumors
3078,solid tumor
3079,tumors
3079,solid tumor
3080,tumors
3080,solid tumor
3081,tumors
3081,cancer
3081,oncology
3082,tumors
3082,cancer
3083,tumors
3084,tumors
3084,endometrial cancer
3084,squamous cell lung carcinoma
3085,tumors
3085,solid tumor
3086,tumors
3086,triple-negative breast cancer
3087,tumors
3088,tumors
3088,breast cancer
3089,tumors
3089,cancer
3090,tumors
3091,tumors
3091,breast cancer
3092,tumors
3093,chronic bacterial prostatitis
3093,tumors
3093,retinal occlusion
3093,prostate cancer
3094,tumors
3094,metastatic castration-resistant prostate cancer
3095,tumors
3096,tumors
3096,solid tumor
3097,tumors
3097,metastatic breast cancer
3098,tumors
3099,tumors
3099,cancer
3100,tumors
3101,tumors
3101,cancer
3102,tumors
3103,tumors
3103,cancer
3104,tumors
3104,non-small cell lung cancer
3105,tumors
3105,lung adenocarcinoma
3106,tumors
3106,pneumonitis
3107,tumors
3107,solid tumor
3108,cancer
3108,tumors
3109,tumors
3110,tumors
3110,glioma
3111,tumors
3112,tumors
3112,solid tumor
3113,tumors
3113,solid tumor
3113,lymphoma
3114,tumors
3114,solid tumor
3115,tumors
3115,solid tumor
3115,non-small cell lung cancer
3115,medullary thyroid cancer
3116,tumors
3116,solid tumor
3116,lymphoma
3117,tumors
3117,allergy
3118,tumors
3118,colorectal cancer
3118,stage
3119,tumors
3119,colorectal cancer
3119,stage
3120,solid tumor
3120,tumors
3120,oncology
3121,tumors
3122,tumors
3122,breast cancer
3123,tumors
3123,non-small cell lung cancer
3124,tumors
3124,metastatic gastric cancer
3125,tumors
3125,solid tumor
3126,tumors
3126,cancer
3127,cancer
3127,tumors
3128,tumors
3129,tumors
3129,myotonic dystrophy type 1
3130,tumors
3131,tumors
3131,neuropathy
3131,metastatic breast cancer
3131,breast cancer
3131,stage
3132,tumors
3132,cachexia
3132,non-small cell lung cancer
3133,tumors
3133,colorectal cancer
3134,tumors
3134,breast cancer
3135,tumors
3135,sarcoma
3136,tumors
3136,clear cell renal cell carcinoma
3137,tumors
3138,tumors
3138,biliary tract cancer
3139,tumors
3139,breast cancer
3140,tumors
3141,tumors
3142,tumors
3143,tumors
3143,allergy
3143,breast cancer
3144,tumors
3145,tumors
3145,solid tumor
3146,tumors
3146,non-small cell lung cancer
3147,tumors
3147,breast cancer
3148,tumors
3149,tumors
3149,cancer
3150,tumors
3150,solid tumor
3151,tumors
3152,tumors
3153,tumors
3153,solid tumor
3154,tumors
3154,cancer
3155,tumors
3156,tumors
3156,solid tumor
3157,blood cancer
3157,tumors
3158,tumors
3158,breast cancer
3159,tumors
3159,cancer
3160,tumors
3160,colorectal adenocarcinoma
3160,adenoma
3161,tumors
3162,tumors
3163,tumors
3163,gastric cancer
3164,tumors
3164,solid tumor
3165,tumors
3165,solid tumor
3166,cancer
3166,tumors
3167,tumors
3167,soft tissue sarcoma
3168,tumors
3168,metastatic breast cancer
3169,tumors
3169,triple-negative breast cancer
3170,tumors
3170,solid tumor
3171,tumors
3171,cancer
3172,tumors
3173,tumors
3173,cancer
3174,tumors
3174,lung cancer patient
3175,tumors
3176,breast cancer
3176,tumors
3177,tumors
3177,cancer
3178,tumors
3178,cancer
3179,tumors
3179,cancer
3180,tumors
3180,lung cancer
3181,tumors
3182,tumors
3183,tumors
3183,solid tumor
3184,tumors
3185,tumors
3185,solid tumor
3186,tumors
3186,colorectal cancer
3186,stage
3187,tumors
3187,her2- negative breast cancer
3188,tumors
3188,lung cancer
3189,tumors
3189,breast cancer
3190,tumors
3191,tumors
3191,solid tumor
3192,allergy
3192,tumors
3193,tumors
3193,solid tumor
3194,tumors
3194,solid tumor
3195,tumors
3195,solid tumor
3196,tumors
3196,solid tumor
3197,tumors
3197,solid tumor
3198,prostate cancer
3198,tumors
3199,tumors
3199,solid tumor
3200,tumors
3200,cancer
3201,tumors
3202,tumors
3202,solid tumor
3203,tumors
3203,urothelial cancer
3204,tumors
3204,breast cancer
3205,tumors
3205,solid tumor
3206,tumors
3206,solid tumor
3207,oncology
3207,solid tumor
3207,tumors
3208,oncology
3208,cancer
3209,oncology
3209,solid tumor
3210,oncology
3210,hemophagocytic lymphohistiocytosis
3211,oncology
3212,oncology
3212,neuroblastoma
3213,oncology
3213,solid tumor
3214,oncology
3214,neuroblastoma
3215,leukemia
3215,lymphoma
3215,oncology
3215,cancer
3216,oncology
3216,cancer
3217,oncology
3217,solid tumor
3217,glioma
3218,oncology
3218,solid tumor
3218,sarcoma
3219,oncology
3219,thyroid cancer
3219,cancer
3220,oncology
3220,cancer
3221,oncology
3221,solid tumor
3221,synovial sarcoma
3222,oncology
3222,solid tumor
3223,oncology
3223,solid tumor
3223,bone sarcoma
3223,rhabdomyosarcoma
3223,ewing sarcoma
3224,oncology
3224,cancer
3225,oncology
3225,solid tumor
3225,cancer
3226,oncology
3226,solid tumor
3226,cancer
3227,leukemia
3227,lymphoma
3227,oncology
3227,acute lymphocytic leukemia
3228,oncology
3228,solid tumor
3229,oncology
3229,breast cancer
3229,cancer
3230,oncology
3230,solid tumor
3230,germ cell tumor
3231,oncology
3231,cancer
3232,leukemia
3232,lymphoma
3232,oncology
3232,burkitt lymphoma
3233,oncology
3233,solid tumor
3233,cancer
3234,oncology
3234,hearing loss
3234,cancer
3235,oncology
3235,heart failure
3235,cancer
3236,oncology
3236,solid tumor
3236,cancer
3236,liver cancer
3237,oncology
3237,cancer
3238,oncology
3238,peripheral neuropathy
3238,hodgkin lymphoma
3239,leukemia
3239,lymphoma
3239,oncology
3239,juvenile myelomonocytic leukemia
3239,jmml
3240,sarcoma
3240,solitary fibrous tumor
3241,retroperitoneal soft tissue sarcoma
3241,sarcoma
3242,sarcoma
3242,soft tissue sarcoma
3243,sarcoma
3243,soft tissue sarcoma
3244,sarcoma
3245,sarcoma
3245,soft tissue sarcoma
3246,sarcoma
3246,angiosarcoma
3247,sarcoma
3247,wounds
3248,sarcoma
3248,tumors
3248,bone sarcoma
3249,neurofibromatoses
3249,sarcoma
3249,gastroenterology stromal tumor
3250,sarcoma
3250,gastroenterology stromal tumor
3251,sarcoma
3251,non-rhabdomyosarcoma
3252,sarcoma
3252,tumors
3252,ewing sarcoma
3253,sarcoma
3254,sarcoma
3254,tumors
3254,ewing sarcoma
3255,sarcoma
3255,tenosynovial giant cell tumor
3255,tumors
3256,sarcopenia
3256,sarcoma
3256,soft tissue sarcoma
3257,sarcoma
3257,tumors
3258,sarcoma
3258,gastroenterology stromal tumor
3259,sarcoma
3259,angiosarcoma
3260,sarcoma
3260,leiomyosarcoma
3261,sarcoma
3262,sarcoma
3262,soft tissue sarcoma
3263,sarcoma
3263,tumors
3264,sarcoma
3264,liposarcoma
3265,sarcoma
3266,sarcoma
3266,gastroenterology stromal tumor
3266,tumors
3267,sarcoma
3267,epithelioid hemangioendothelioma
3268,sarcoma
3268,epithelioid hemangioendothelioma
3268,tumors
3269,angiosarcoma
3269,sarcoma
3269,oncology
3270,sarcoma
3270,tumors
3271,sarcoma
3271,gastroenterology stromal tumor
3272,sarcoma
3272,pleomorphic sarcoma
3272,ewing sarcoma
3273,sarcoma
3273,soft tissue sarcoma
3274,solitary fibrous tumor
3274,sarcoma
3275,sarcoma
3275,soft tissue sarcoma
3276,sarcoma
3276,soft tissue sarcoma
3277,sarcoma
3277,gastroenterology stromal tumor
3278,sarcoma
3278,tumors
3278,chondrosarcoma
3279,sarcoma
3280,sarcoma
3280,desmoid tumor
3281,sarcoma
3281,oncology
3282,sarcoma
3282,leiomyosarcoma of uterus
3283,sarcoma
3283,kaposi sarcoma
3284,sarcoma
3284,tumors
3284,chondrosarcoma
3285,sarcoma
3285,leiomyosarcoma
3286,sarcoma
3286,desmoid tumor
3287,cancer
3287,central nervous system
3287,tumors
3287,oncology
3288,sarcoma
3288,soft tissue sarcoma
3289,breast cancer
3289,oncology
3290,oncology
3290,cancer
3291,cancer
3291,hepatocellular carcinoma of liver
3292,cancer
3292,oncology
3293,blood disorder
3293,myelodysplastic syndrome
3293,erdheim- chester disease
3294,cancer
3295,cancer
3295,depression
3295,breast cancer
3296,cancer
3296,adenoma
3296,lynch syndrome
3297,blood disorder
3297,primary systemic amyloidosis
3297,dyscrasia
3297,multiple myeloma
3297,plasma cell disorder
3298,melanoma
3298,skin cancer
3298,metastatic melanoma
3299,melanoma
3299,skin cancer
3300,infection
3300,breast cancer
3302,oncology
3303,oncology
3303,cancer
3304,blood disorder
3304,non-hodgkin lymphoma
3304,cytokine release syndrome
3304,chronic lymphocytic leukemia
3304,neurotoxicity
3305,blood disorder
3305,non-hodgkin lymphoma
3305,chronic lymphocytic leukemia
3305,follicular lymphoma
3306,blood disorder
3306,non-hodgkin lymphoma
3306,chronic lymphocytic leukemia
3306,nhl
3307,blood disorder
3307,non-hodgkin lymphoma
3307,chronic lymphocytic leukemia
3308,carcinoid tumor
3308,neuroendocrine cancer
3309,carcinoid tumor
3309,neuroendocrine cancer
3310,pancreatic cancer
3311,cancer
3311,hepatocellular carcinoma of liver
3312,carcinoid tumor
3312,neuroendocrine cancer
3312,endocrine tumor
3313,carcinoid tumor
3313,neuroendocrine cancer
3314,cancer
3314,carcinoma
3315,cancer
3315,hepatocellular carcinoma of liver
3316,pancreatic cancer
3316,pancreatic ductal adenocarcinoma
3317,pancreatic cancer
3317,locally advanced pancreatic cancer
3318,carcinoid tumor
3318,cancer
3319,cancer
3319,carcinoma
3319,tumors
3320,cancer
3320,retinal occlusion
3321,pancreatic cancer
3321,pancreatic ductal adenocarcinoma
3322,blood disorder
3322,non-hodgkin lymphoma
3322,chronic lymphocytic leukemia
3322,t-cell lymphoma
3323,blood disorder
3323,non-hodgkin lymphoma
3323,chronic lymphocytic leukemia
3323,b-cell lymphoma
3324,blood disorder
3324,multiple myeloma
3324,dyscrasia
3325,blood disorder
3325,multiple myeloma
3325,dyscrasia
3326,blood disorder
3326,multiple myeloma
3326,dyscrasia
3326,relapsed and refractory multiple myeloma
3327,blood disorder
3327,multiple myeloma
3327,dyscrasia
3327,newly diagnosed multiple myeloma
3327,ndmm
3328,blood disorder
3328,multiple myeloma
3328,dyscrasia
3328,newly diagnosed multiple myeloma
3329,blood disorder
3329,multiple myeloma
3329,dyscrasia
3329,tumors
3330,blood disorder
3330,multiple myeloma
3330,dyscrasia
3331,blood disorder
3331,multiple myeloma
3331,dyscrasia
3332,blood disorder
3332,multiple myeloma
3332,dyscrasia
3332,relapsed and refractory multiple myeloma
3333,blood disorder
3333,dyscrasia
3333,multiple myeloma
3333,plasma cell disorder
3334,blood disorder
3334,multiple myeloma
3334,dyscrasia
3334,newly diagnosed multiple myeloma
3334,ndmm
3335,blood disorder
3335,multiple myeloma
3335,dyscrasia
3336,blood disorder
3336,multiple myeloma
3336,dyscrasia
3336,relapsed and refractory multiple myeloma
3337,blood disorder
3337,multiple myeloma
3337,relapsed and refractory multiple myeloma
3337,dyscrasia
3338,breast cancer
3338,joint pain
3339,lung cancer
3339,non-small cell lung cancer
3339,thoracic tumor
3340,lung cancer
3340,non-small cell lung cancer
3340,thoracic tumor
3340,lung adenocarcinoma
3341,lung cancer
3341,metastatic non-small cell lung cancer
3341,non-small cell lung cancer
3342,lung cancer
3342,metastatic non-small cell lung cancer
3343,prostate cancer
3343,genitourinary cancer
3344,genitourinary cancer
3344,prostate cancer
3344,hormone refractory prostate cancer
3345,gynecologic cancer
3345,cervical cancer
3345,cancer
3346,gynecologic cancer
3346,cervical cancer
3347,tumors
3347,gynecologic cancer
3347,ovarian cancer
3348,gynecologic cancer
3348,uterine cancer
3348,endometrial cancer
3349,gynecologic cancer
3349,ovarian cancer
3349,epithelial ovarian cancer
3350,head and neck cancer
3350,locally advanced oral squamous cell carcinomas
3351,head and neck cancer
3351,nasopharyngeal carcinoma
3352,head and neck cancer
3353,head and neck cancer
3353,oral mucositis
3354,tumors
3354,colitis
3355,tumors
3356,tumors
3357,tumors
3357,breast cancer
3358,tumors
3358,cancer
3359,oncology
3359,cancer
3360,sarcoma
3360,epithelioid hemangioendothelioma
3361,sarcoma
3362,sarcoma
3362,soft tissue sarcoma
3363,sarcoma
3364,sarcoma
3364,synovial sarcoma
3365,breast cancer
3365,stage
3366,breast cancer
3366,triple-negative breast cancer
3367,breast cancer
3367,metastatic breast cancer
3368,breast cancer
3368,triple-negative breast cancer
3369,breast cancer
3370,breast cancer
3371,breast cancer
3371,locally advanced breast cancer
3372,breast cancer
3373,breast cancer
3373,her2-positive breast cancer
3374,breast cancer
3374,her2-positive breast cancer
3375,breast cancer
3376,breast cancer
3377,breast cancer
3378,breast cancer
3378,pneumocystis pneumonia
3378,adenosquamous carcinoma
3379,breast cancer
3380,breast cancer
3380,tumors
3380,inflammation
3381,breast cancer
3381,stage
3382,breast cancer
3382,triple-negative breast cancer
3383,breast cancer
3384,breast cancer
3385,breast cancer
3385,tumors
3386,breast cancer
3387,breast cancer
3387,triple-negative breast cancer
3388,breast cancer
3389,breast cancer
3389,tumors
3390,breast cancer
3390,locally advanced breast cancer
3391,breast cancer
3391,stage
3392,breast cancer
3392,tumors
3393,breast cancer
3393,fatigue
3393,stage
3394,breast cancer
3395,breast cancer
3396,breast cancer
3396,her2- negative breast cancer
3397,breast cancer
3397,triple-negative breast cancer
3398,breast cancer
3398,tumors
3399,breast cancer
3400,breast cancer
3401,breast cancer
3402,breast cancer
3402,hormone receptor positive breast cancer
3403,breast cancer
3404,breast cancer
3404,alopecia
3405,breast cancer
3405,neutropenia
3405,ostealgia
3406,breast cancer
3407,breast cancer
3407,stage
3408,breast cancer
3409,breast cancer
3409,fatigue
3410,breast cancer
3410,peripheral neuropathy
3411,breast cancer
3412,breast cancer
3412,triple-negative breast cancer
3413,breast cancer
3414,breast cancer
3414,allergy
3415,breast cancer
3415,inflammatory carcinoma of breast
3416,breast cancer
3417,breast cancer
3417,her2- negative breast cancer
3418,breast cancer
3419,breast cancer
3420,breast cancer
3420,ductal carcinoma in situ
3421,breast cancer
3422,her2-positive breast cancer
3422,breast cancer
3423,breast cancer
3424,breast cancer
3424,her2-positive breast cancer
3425,breast cancer
3426,breast cancer
3426,hormone receptor positive her2
3427,breast cancer
3428,breast cancer
3429,breast cancer
3430,breast cancer
3430,lymph node metastasis
3431,breast cancer
3432,breast cancer
3433,breast cancer
3434,breast cancer
3434,triple-negative breast cancer
3435,breast cancer
3436,breast cancer
3437,breast cancer
3438,breast cancer
3438,triple-negative breast cancer
3439,breast cancer
3440,breast cancer
3441,breast cancer
3442,breast cancer
3443,breast cancer
3443,triple-negative breast cancer
3444,breast cancer
3445,breast cancer
3445,alopecia
3446,breast cancer
3446,triple-negative breast cancer
3447,breast cancer
3447,locally advanced breast cancer
3448,breast cancer
3448,her2-positive breast cancer
3449,breast cancer
3450,breast cancer
3451,breast cancer
3452,breast cancer
3452,tumors
3452,her2-positive breast cancer
3453,breast cancer
3454,breast cancer
3454,stage
3455,breast cancer
3456,breast cancer
3456,hormone receptor positive breast cancer
3457,breast cancer
3457,cancer
3458,breast cancer
3458,cancer
3459,breast cancer
3459,her2-positive breast cancer
3460,breast cancer
3461,breast cancer
3462,breast cancer
3463,breast cancer
3463,stage
3464,breast cancer
3464,her2- negative breast cancer
3465,breast cancer
3466,breast cancer
3467,breast cancer
3467,metastatic breast cancer
3468,breast cancer
3468,triple-negative breast cancer
3468,oncology
3469,breast cancer
3469,metastatic breast cancer
3470,breast cancer
3470,deficiency
3470,triple-negative breast cancer
3471,breast cancer
3472,breast cancer
3472,metastatic breast cancer
3472,stage
3473,breast cancer
3473,metastatic breast cancer
3474,breast cancer
3475,breast cancer
3476,breast cancer
3477,breast cancer
3478,breast cancer
3478,metastatic breast cancer
3478,stage
3479,breast cancer
3479,metastatic breast cancer
3480,breast cancer
3480,stage
3481,breast cancer
3481,neurofibromatosis 2
3482,breast cancer
3483,breast cancer
3483,triple-negative breast cancer
3484,tumors
3484,breast cancer
3484,metastatic breast cancer
3484,stage
3485,breast cancer
3485,breast cancer liver metastases
3486,sarcoidosis
3486,breast cancer
3486,paraneoplastic syndrome
3487,breast cancer
3487,hormone receptor positive her2
3488,breast cancer
3489,breast cancer
3490,breast cancer
3490,metastatic breast cancer
3491,breast cancer
3492,breast cancer
3492,metastatic breast cancer
3493,breast cancer
3493,triple-negative breast cancer
3494,breast cancer
3494,stage
3494,abc
3495,breast cancer
3495,hormone receptor positive breast cancer
3496,breast cancer
3496,triple-negative breast cancer
3497,breast cancer
3497,triple-negative breast cancer
3497,metastatic breast cancer
3497,stage
3498,breast cancer
3499,breast cancer
3499,triple-negative breast cancer
3500,breast cancer
3500,metastatic breast cancer
3501,breast cancer
3501,triple-negative breast cancer
3502,breast cancer
3502,metastatic breast cancer
3503,breast cancer
3503,stage
3504,breast cancer
3504,triple-negative breast cancer
3505,breast cancer
3506,breast cancer
3506,metastatic breast cancer
3507,breast cancer
3507,triple-negative breast cancer
3508,breast cancer
3508,metastatic breast cancer
3509,breast cancer
3509,febrile neutropenia
3510,breast cancer
