Abstract_Title,Session_Title,Date,Relevance,Priority
"Development and evaluation of a proxy for baseline ECOG PS in advanced non-small cell lung cancer (aNSCLC), bladder cancer (aBCa), and melanoma (aMM): An electronic health records (EHR) study.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
What do doctors value about attending multi-disciplinary cancer case discussions?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
The Quality Oncology Practice Initiative Program: Experience in Spain.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Employment outcomes and quality of life in patients with early breast cancer and their support persons: A dyadic study.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Answering real-world questions using real-world data: Understanding dynamic treatment decisions and outcomes in metastatic colorectal cancer (mCRC).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Unveiling the real-world outcomes of breast cancer (BC) patients with taxanes-induced neuropathy using a digital patient-powered network (PPN).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Use of a theoretical framework to examine declines in clinical trial enrollment.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
The Childrens Oncology Group (COG) Adolescent and Young Adult (AYA) Responsible Investigator (RI) Network: An initiative for advancing AYA cancer research in the National Clinical Trials Network (NCTN).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Learnings from a pragmatic study to evaluate benefit of performing reflex clinical trial matching and providing clinical decision support to physicians.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Automating incidental findings in radiology reports using natural language processing and machine learning to identify and classify pulmonary nodules.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Patterns of healthcare utilization in patients with newly diagnosed advanced lung cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Improving quality care through it/analytics for team-based care interventions.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Effect of right censoring bias on survival analysis.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Survival trends in elderly patients with malignant mesothelioma: An analysis utilizing Surveillance, Epidemiology, and End Results database.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
A survey of cancer patients rehabilitation therapy needs in Southwest China.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
External validation of the COMPASS-Cancer Associated Thrombosis Study: A predictive score to identify patients with solid tumors on treatment who are at risk for venous thromboembolism.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Reassessing existing expanded access programs and planning forward in the time of Right to Try.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Does the quality of patient-reported outcomes (PROs) assessment in randomized controlled trials (RCTs) differ across cancer types and over time? A pooled analysis of 610 RCTs published between 2004 and 2018.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Venous thromboembolism in breast cancer patients receiving cyclin-dependent kinase inhibitors.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Association between the variation in hospital beds and inpatient chemo/radiotherapy for breast cancer: A retrospective study using the Japanese Diagnosis Procedure Combination database of over 500K records.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Expanded access for cancer patients: The 5-year FDA CBER experience.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Implementation and evaluation of video-based tumor board conferencing in Haiti.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Assessment of contraception and fertility knowledge among female oncology patients of child bearing age and their providers.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
An algorithmic approach to deriving line of therapy in a real-world data set for non-small cell lung cancer (NSCLC).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Assessment of end-of-life care quality indicators in veterans with cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Acute kidney injury in childhood cancer: An insight from Kids' Inpatient Database.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Combined oral administration of analgesia and anxiolysis for pain associated with bone marrow aspiration and biopsy.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Are racial differences in obesity and insulin resistance related to aggressive breast cancer?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
The impact of a digital solution on tumor board preparation time for nurse navigators.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Artificial Intelligence (AI) and machine learning (ML) in risk prediction of hospital acquired pressure injuries (HAPIs) among oncology inpatients.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Social values and cancer funding priorities: Empirical evidence for cancer policy.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Publication rate of registered clinical trials in lung cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Assessing real-world outcomes in precision oncology by linking clinical genomic testing to electronic medical records.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"A systematic analysis of off-label drug use in real-world data (RWD) across more than 145,000 cancer patients.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Socioeconomic disparities among uninsured cancer patients: A free clinic study.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Cost effectiveness (CE) of blinatumomab (BLIN) versus inotuzumab ozogamicin (INO) in adult patients with relapsed/refractory (R/R) acute lymphoblastic leukemia (ALL) with no more than one prior salvage therapy (S0/S1) from a United Kingdom health care perspective.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Elucidation of qualitative patient-reported outcome (PRO) data using latent dirichlet allocation (LDA) in patients (pts) undergoing radical cystectomy.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Current treatment patterns and associated outcomes in Waldenström macroglobulinemia (WM) and related hematologic malignancies: A systematic literature review (SLR).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Lack of clinician knowledge of human papillomavirus (HPV) vaccination to prevent HPV-related cancers in men: An interview study.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
How will the cost of biosimilars affect patients willingness to receive them?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Visualizing real-world outcomes through the lens of a molecular tumor board: Persona-typing pancreatic cancers for clinical decision support.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Factors associated with receipt and overall survival of concurrent chemoradiotherapy versus single modality therapy in unresectable stage III NSCLC.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Application of deep learning for clinical predictive modeling: An artificial intelligence recognition in spinal metastases.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Characterization of temporal relationships of comorbidities developed following cancer diagnoses in veterans.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Development of a digital immunohistochemistry records management system at the Moi Teaching and Referral Hospital (MTRH), Eldoret, Kenya.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Cost effectiveness of updated laboratory monitoring schedule for immunotherapy regimes.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Identifying cancer patients care needs after discharge hospital using health claim data linked with Hospital-based Cancer Registry data in Japan.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Disparities in the receipt of palliative care (PC) in metastatic renal cell carcinoma (mRCC).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Pretreatment symptom prevalence in patients with myelodysplastic syndromes (MDS) across all disease risk categories: Analysis of 914 patients.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Should pregnancy testing during chemotherapy be standardized?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Evaluating the challenges of cancer care in Botswana: Chemotherapy utilization and stock outs.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Investigating racial differences in treatment responses through analysis of real-world data (RWD).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Evaluating the impact of cancer awareness months in Mexico using internet search engine analytics.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Understanding cancer care coordination: Opening the black box.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
A multidisciplinary-guided digital solution to data capture in early-phase clinical trials.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Patterns of local extension and nodal involvement from 1300 nasopharyngeal carcinoma patients: An imaging-based predictor of distant metastases.,Head and Neck Cancer: Publication Only,"May 31, 2019",0,Not Relevant
Participation of African Americans in clinical trials supporting FDA approval of cancer drugs.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Bone marrow donation perceptions among healthcare workers: A follow-up study at University of Cincinnati Medical Center.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Staging the development and implementation of a Coordinated Cancer Care Model using risk-based survivorship care: A deliberative discussion among multiple stakeholders.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Contributive compared with subsidized insurance in colorectal cancer in the Colombian National Administrative Cancer Registry.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Update: Implementation of a multidisciplinary quality improvement initiative to improve molecular testing rates in advanced non-squamous non-small cell lung cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Patients insurance status impact on biomarker testing in the United States market.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Modeling accrual of older adults to cancer clinical trials: (Alliance A151736).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
RDI as a method for reviewer performance monitoring in BICR setup for improving data quality.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Treatment patterns, survival rate, and Parts A and B costs by line of therapy for FDA-approved/NCCN Category 1 treatments for patients with metastatic pancreatic cancer.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Implementation of the Quality Training Program in Spain.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Brain metastasis as exclusion criteria in extensive-stage small cell lung cancer trials: A trend over five decades.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Valuing innovations in cancer treatment.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
A physician-led team approach to improve advance directive completion rates in an inpatient oncology unit.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
The impact of race and socioeconomic status on outcomes for HPV-associated squamous cell carcinoma of the head and neck.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Evaluation of cancer patients perspectives on weight management counseling at a comprehensive cancer center.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Quantifying febrile neutropenia rates using electronic medical records in a large integrated delivery network.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Risk of neutropenia-related hospitalization (NRH) related to duration of short-acting granulocyte colony stimulating factor (sG-CSF) for primary prophylaxis.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Knowledge, attitude and practice in cancer pain management: A survey study among attending physicians, residents and nurses.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Patient-reported disease burden in chronic lymphocytic leukemia, diffuse large B-cell lymphoma, and follicular lymphoma: Results from a national patient advocacy survey.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Understanding differences in total cancer care cost by service site.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Impact of dental insurance coverage on presentation, long-term outcomes, and symptom burden in locally advanced head and neck cancer.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Interest and use of alternative/holistic therapies amongst cancer patients at a large urban safety-net hospital.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Quantifying interoperability: An analysis of oncology practice electronic health record data variability.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Re-evaluating the neutrophil-to-lymphocyte ratio: Machine learning-based variable selection for predicting survival at twelve months in late-stage cancer patients receiving immunotherapy.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
A conundrum in cancer quality measurement: Performance on long-term survival reflects performance a long time ago.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Meta-analysis of effect of hormone therapies on lipid levels in breast cancer patients.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Social media for oncology clinical trial recruitment: Oncologists attitudes and perceptions.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Impact of rates of referral and systemic therapy on 1-year outcomes in metastatic NSCLC: A real-world population based study.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Evaluation of racial disparities in the treatment of United States veterans with pancreatic cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Socioeconomic contributions to clinical outcome by HPV status in squamous cell carcinomas of the head and neck (SCCHN): An analysis of NCDB.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Comparable survival of African-Americans and Caucasian patients with multiple myeloma: A hospital-based study including 117,926 patients.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Quality of life and tumor location in patients with desmoid tumors: Data from the desmoid tumor research foundation natural history study.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Perioperative therapy in patients with metastatic colorectal cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Acceptability of mobile health technology among cancer patients.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Healthcare disparities among cancer patients in the emergency department: How do race and ethnicity affect bounce-back rates?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
"Real-world data (RWD) and patients reported outcomes (PRO) in breast cancer (BC): Physical, emotional side effects (S/E), financial toxicity (FT), and complementary usage (CM) relations.","Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Monthly parts a and b costs by service and line of therapy for FDA-approved/NCCN category 1 treatments for patients with metastatic pancreatic cancer.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Online education about lung cancer immunotherapy: Outcomes over time.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Worse outcomes associated with public insurance at sarcoma diagnosis in adolescent and young adults (AYAs).,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
A nationwide study for patterns of immune thrombocytopenia treatment in patients with chronic lymphocytic leukemia.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
An analysis of growth patterns of targeted therapies (TTs) using keywords from ASCO annual meeting abstracts.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Racial and insurance disparities in multiple myeloma management in a referral center.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Building a data foundation: How MD Anderson and Palantir are partnering to accelerate research and improve patient care.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Artificial intelligence-based clinical decision-support system improves cancer treatment and patient satisfaction.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Recovery of symptom burden and functioning for patients with late discharge after an open surgery for GYN tumors.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Navigating care to reduce emergency room (ER) visits in cancer patients using opioids.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Contextualizing place and health in rural America: Cancer information seeking across four categories of an urban/rural continuum.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Effects of online education on the identification and management of immune-related adverse events over time.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Patients perspectives and outcomes on an oral chemotherapy education and electronic monitoring program.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Gastrointestinal symptoms and diagnosis preceding ovarian cancer diagnosis: Delays in diagnosis and resulting effects on treatment allocation.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Which social measures relate to cancer screening & healthy behaviors?,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Assessment of a highly curated somatic oncology mutation database to facilitate identification of clinically important variants in NGS results.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Modeling an oncology outcomes-based contract using a blockchain database approach: Cost and technology considerations.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Follow-up of cancer patients at the Colorectal Multidisciplinary Clinic: The University of the Philippines - Philippine General Hospital (UP-PGH) experience.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Evaluation of Electronic Activity Monitors (EAMs) during phase I clinical trials.,"Health Services Research, Clinical Informatics, and Quality of Care: Publication Only","May 31, 2019",0,Not Relevant
Panel Question and Answer,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Panel Question and Answer,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"Real-World Tumor/Plasma Genetic Testing: Tough Choices, How Do You Pick?","May 31, 2019",0,Not Relevant
Panel Question and Answer,Molecular Analysis of Myeloid Disorders: Is Precision Medicine Changing Practice?,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Many Shades of Disparities in Myeloma Care,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Workshop Faculty,Enhancing Cultural Literacy in Oncology: Strategies for Delivery of High-Quality Cancer Care,"May 31, 2019",0,Not Relevant
Workshop Faculty,Enhancing Cultural Literacy in Oncology: Strategies for Delivery of High-Quality Cancer Care,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Grant Writing Workshop,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Panel Question and Answer,EGFR and ROS1: Targeting Resistance,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"On the Shoulders of Giants: Past, Present, and Future of Systemic Therapy for Lung Cancer","May 31, 2019",0,Not Relevant
Panel Question and Answer,"Implementing Risk-Stratified Cancer Follow-up Care: How, Why, and What Is the Return on Investment?","May 31, 2019",0,Not Relevant
Panel Question and Answer,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Walk the Walk With Older Patients With Cancer: Multidisciplinary Care Across the Cancer Continuum,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"The Other Side of CAR T-Cell Therapy: Cytokine Release Syndrome, Neurologic Toxicity, and Financial Burden","May 31, 2019",0,Not Relevant
Panel Question and Answer,DDR: The DNA Damaging Revolution,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"Tweets, Chats, and Posts: Using Social Media to Transcend Boundaries and Create Opportunities for Patients","May 31, 2019",0,Not Relevant
Panel Question and Answer,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Challenges in Use of Immunotherapy in NonSmall Cell Lung Cancer: Where the Rubber Meets the Road,"May 31, 2019",0,Not Relevant
Panel Question and Answer,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Panel Question and Answer,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
Case 3: Managing Immunotherapy in Patients with Renal Insufficiency (PD-L1 Low),Challenges in Use of Immunotherapy in NonSmall Cell Lung Cancer: Where the Rubber Meets the Road,"May 31, 2019",0,Not Relevant
Case 1: Managing Immunotherapy in Autoimmune Diseases,Challenges in Use of Immunotherapy in NonSmall Cell Lung Cancer: Where the Rubber Meets the Road,"May 31, 2019",0,Not Relevant
Case 2: Managing Immunotherapy in Poor Performance Status Stage III Patients: Sink or Swim?,Challenges in Use of Immunotherapy in NonSmall Cell Lung Cancer: Where the Rubber Meets the Road,"May 31, 2019",0,Not Relevant
Affirmative Position: For De-Intensification Now,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,"May 31, 2019",0,Not Relevant
Panel Question and Answer,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Geriatric Assessment in the Management of Multiple Myeloma,"May 31, 2019",0,Not Relevant
Trade-offs: the interaction between incentives and pricing,A Conversation on Innovation and Incentives,"May 31, 2019",0,Not Relevant
Panel Question and Answer,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
The Patient Perspective,A Conversation on Innovation and Incentives,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Paying for Innovative Treatments,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Managing Immune Toxicities: A Case-Based Discussion with Experts,"May 31, 2019",0,Not Relevant
Trade-offs: the interaction between incentives and pricing,A Conversation on Innovation and Incentives,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Hyper-Progression: Myth or Reality?,"May 31, 2019",0,Not Relevant
Case Discussion,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Introduction,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,"May 31, 2019",0,Not Relevant
Negative Rebuttal to Affirmative Position,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Negative Position: Against De-Intensification Now,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Additional Rebuttal,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Panel Question and Answer,A Conversation on Innovation and Incentives,"May 31, 2019",0,Not Relevant
Workshop Faculty,How to Initiate and Integrate Clinical Trials Into Your Practice,"May 31, 2019",0,Not Relevant
Additional Rebuttal,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,"May 31, 2019",0,Not Relevant
Workshop Faculty,How to Initiate and Integrate Clinical Trials Into Your Practice,"May 31, 2019",0,Not Relevant
Workshop Faculty,How to Initiate and Integrate Clinical Trials Into Your Practice,"May 31, 2019",0,Not Relevant
Panel Question and Answer,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Panel Discussion,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Panel Question and Answer,Moving Forward: Beyond Immune Checkpoint Inhibitors,"May 31, 2019",0,Not Relevant
"JNJ-61186372 (JNJ-372), an EGFR-cMet bispecific antibody, in EGFR-driven advanced non-small cell lung cancer (NSCLC).",EGFR and ROS1: Targeting Resistance,"May 31, 2019",0,Not Relevant
Data Supports that Hyper-Progression is a Myth,Hyper-Progression: Myth or Reality?,"May 31, 2019",0,Not Relevant
An Update on Oncology Price Trends,A Conversation on Innovation and Incentives,"May 31, 2019",0,Not Relevant
Pancreatic Cancer,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Data Supports that Hyper-Progression is Real,Hyper-Progression: Myth or Reality?,"May 31, 2019",0,Not Relevant
Lorlatinib for (ALK)-Positive Metastatic Non-Small Cell Lung Cancer,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Prostate Cancer: The Genetic Landscape and Prognostic/Predictive Implications,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Delivering Innovative Care: Barriers and Opportunities,Paying for Innovative Treatments,"May 31, 2019",0,Not Relevant
Larotrectinib for Solid Tumors with NTRK Gene Fusions,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Germline and Tumor: Whos the Driver?,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Ivosidenib for Relapsed or Refractory Acute Myeloid Leukemia,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Closing the Door on Cures: The Sustainability of CAR-T,Paying for Innovative Treatments,"May 31, 2019",0,Not Relevant
Germline Implications of Liquid Biopsy,Case Presentations and Discussion,"May 31, 2019",0,Not Relevant
Alternative Payment Models for Curative Therapies,Paying for Innovative Treatments,"May 31, 2019",0,Not Relevant
